首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,单位：人
地    区,15岁及以上人口,,,未婚,,,有配偶,,,离婚,,,丧偶,,,15-64岁妇女,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,"平均活产
子女数","平均存活
子女数"
  平武县,17328,9018,8310,3915,2513,1402,11923,5934,5989,238,148,90,1252,423,829,1.51,1.46
  江油巿,67703,33553,34150,10415,6051,4364,50567,24795,25772,1923,1154,769,4798,1553,3245,1.15,1.12
广元市,212514,105247,107267,34232,20371,13861,157969,76961,81008,2869,1773,1096,17444,6142,11302,1.44,1.40
  市中区,41815,20832,20983,7987,4558,3429,30731,15195,15536,856,439,417,2241,640,1601,1.15,1.13
  元坝区,14447,7191,7256,1855,1136,719,11108,5445,5663,151,108,43,1333,502,831,1.61,1.54
  朝天区,15931,7980,7951,2724,1679,1045,11771,5748,6023,84,65,19,1352,488,864,1.64,1.59
  旺苍县,31547,15619,15928,4970,2986,1984,23774,11512,12262,394,246,148,2409,875,1534,1.51,1.47
  青川县,20408,10525,9883,4002,2515,1487,14600,7262,7338,281,177,104,1525,571,954,1.47,1.45
  剑阁县,38950,19451,19499,5726,3443,2283,28820,14227,14593,535,359,176,3869,1422,2447,1.63,1.57
  苍溪县,49416,23649,25767,6968,4054,2914,37165,17572,19593,568,379,189,4715,1644,3071,1.39,1.35
遂宁市,291362,145614,145748,64583,37876,26707,199825,97249,102576,4275,2690,1585,22679,7799,14880,1.35,1.33
  船山区,55743,27665,28078,11902,6786,5116,39393,19237,20156,1025,544,481,3423,1098,2325,1.21,1.19
  安居区,60066,30494,29572,13270,7855,5415,41218,20382,20836,751,540,211,4827,1717,3110,1.47,1.45
  蓬溪县,50210,25517,24693,11148,6811,4337,34276,16693,17583,581,424,157,4205,1589,2616,1.48,1.46
  射洪县,81939,40346,41593,18279,10666,7613,55452,26633,28819,1317,789,528,6891,2258,4633,1.26,1.24
  大英县,43404,21592,21812,9984,5758,4226,29486,14304,15182,601,393,208,3333,1137,2196,1.39,1.37
内江市,325537,163756,161781,65833,39995,25838,229480,113101,116379,5677,3347,2330,24547,7313,17234,1.38,1.35
  巿中区,40931,20162,20769,7877,4702,3175,29063,14148,14915,1160,587,573,2831,725,2106,1.21,1.20
  东兴区,64894,32463,32431,14618,8390,6228,44798,22082,22716,886,517,369,4592,1474,3118,1.34,1.33
  威远县,57600,28965,28635,9222,5803,3419,42884,21207,21677,1072,664,408,4422,1291,3131,1.42,1.38
  资中县,106971,54865,52106,24326,15134,9192,73010,36088,36922,1660,1057,603,7975,2586,5389,1.43,1.41
  隆昌县,55141,27301,27840,9790,5966,3824,39725,19576,20149,899,522,377,4727,1237,3490,1.38,1.36
乐山市,284671,142057,142614,47129,28376,18753,210850,103608,107242,6123,3434,2689,20569,6639,13930,1.26,1.23
  市中区,57350,28139,29211,12027,6642,5385,40497,19805,20692,1552,765,787,3274,927,2347,0.93,0.91
  沙湾区,16940,8637,8303,2724,1700,1024,12440,6191,6249,508,276,232,1268,470,798,1.21,1.18
  五通桥区,26591,13269,13322,3920,2470,1450,20021,9882,10139,724,395,329,1926,522,1404,1.10,1.08
  金口河区,4407,2235,2172,778,471,307,3224,1612,1612,70,48,22,335,104,231,1.61,1.57
  犍为县,39644,19869,19775,5790,3675,2115,29766,14600,15166,702,434,268,3386,1160,2226,1.39,1.34
  井研县,27745,13574,14171,3502,2227,1275,21366,10242,11124,364,217,147,2513,888,1625,1.41,1.36
  夹江县,29377,14579,14798,3948,2405,1543,22713,11129,11584,596,341,255,2120,704,1416,1.16,1.14
  沐川县,19409,10074,9335,3537,2353,1184,14034,6937,7097,338,235,103,1500,549,951,1.60,1.56
  峨边彝族自治县,11106,5624,5482,2207,1295,912,7964,3989,3975,146,96,50,789,244,545,1.72,1.68
  马边彝族自治县,14748,7427,7321,3066,1786,1280,10472,5187,5285,171,114,57,1039,340,699,1.93,1.89
  峨眉山市,37354,18630,18724,5630,3352,2278,28353,14034,14319,952,513,439,2419,731,1688,1.13,1.11
南充市,576865,287074,289791,119834,70060,49774,405057,196232,208825,7601,4678,2923,44373,16104,28269,1.35,1.33
  顺庆区,56264,27423,28841,12526,6588,5938,39255,19120,20135,1363,673,690,3120,1042,2078,1.07,1.06
  高坪区,46501,23475,23026,9837,5768,4069,32897,16224,16673,645,376,269,3122,1107,2015,1.24,1.22
  嘉陵区,59833,30715,29118,13987,8454,5533,40726,20170,20556,736,490,246,4384,1601,2783,1.42,1.40
  南部县,85723,41001,44722,16222,9549,6673,60552,28171,32381,1095,683,412,7854,2598,5256,1.49,1.45
  营山县,72725,36282,36443,15093,8731,6362,50847,24762,26085,699,470,229,6086,2319,3767,1.41,1.37
  蓬安县,55779,28144,27635,11698,7051,4647,39324,19098,20226,664,451,213,4093,1544,2549,1.38,1.35
  仪陇县,84123,42657,41466,19859,11847,8012,57232,27741,29491,870,627,243,6162,2442,3720,1.49,1.46
  西充县,52911,26618,26293,10247,6169,4078,37648,18311,19337,639,389,250,4377,1749,2628,1.37,1.35
  阆中市,63006,30759,32247,10365,5903,4462,46576,22635,23941,890,519,371,5175,1702,3473,1.15,1.14
眉山市,247395,122244,125151,43155,25447,17708,181370,87966,93404,4331,2559,1772,18539,6272,12267,1.24,1.21
  东坡区,68324,33652,34672,10759,6136,4623,51838,25392,26446,1342,737,605,4385,1387,2998,1.11,1.09
  仁寿县,101102,50272,50830,20529,12224,8305,70926,34202,36724,1407,873,534,8240,2973,5267,1.38,1.35
  彭山县,25145,12370,12775,4091,2384,1707,18619,9054,9565,569,340,229,1866,592,1274,1.09,1.07
  洪雅县,25447,12493,12954,3649,2223,1426,19396,9350,10046,437,263,174,1965,657,1308,1.19,1.16
  丹棱县,12925,6395,6530,2055,1230,825,9672,4711,4961,237,136,101,961,318,643,1.21,1.19
  青神县,14452,7062,7390,2072,1250,822,10919,5257,5662,339,210,129,1122,345,777,1.15,1.12
宜宾市,372698,189008,183690,71916,43455,28461,263744,131165,132579,7226,4233,2993,29812,10155,19657,1.49,1.45
  翠屏区,69849,34753,35096,13072,7599,5473,50141,24871,25270,2213,1073,1140,4423,1210,3213,1.23,1.20
  宜宾县,71407,36293,35114,14074,8481,5593,50217,24850,25367,1188,753,435,5928,2209,3719,1.51,1.47
  南溪县,28164,14212,13952,5696,3373,2323,19639,9749,9890,574,325,249,2255,765,1490,1.41,1.37
  江安县,32628,16586,16042,7341,4425,2916,21847,10809,11038,551,354,197,2889,998,1891,1.48,1.45
  长宁县,28645,14629,14016,5656,3512,2144,19860,9899,9961,499,302,197,2630,916,1714,1.50,1.46
  高县,33870,17184,16686,5986,3714,2272,24418,12169,12249,546,334,212,2920,967,1953,1.61,1.57
  珙县,31304,16008,15296,5983,3613,2370,22371,11235,11136,566,365,201,2384,795,1589,1.53,1.50
  筠连县,25933,13226,12707,4514,2780,1734,19007,9498,9509,362,239,123,2050,709,1341,1.83,1.78
  兴文县,29084,14904,14180,5294,3295,1999,20788,10441,10347,413,271,142,2589,897,1692,1.59,1.55
  屏山县,21814,11213,10601,4300,2663,1637,15456,7644,7812,314,217,97,1744,689,1055,1.68,1.63
广安市,273997,133703,140294,55553,32255,23298,191505,91129,100376,2930,1812,1118,24009,8507,15502,1.49,1.46
  广安区,74682,36247,38435,14690,8561,6129,52199,24844,27355,761,464,297,7032,2378,4654,1.43,1.40
  岳池县,67678,32759,34919,12511,7372,5139,48245,22692,25553,716,455,261,6206,2240,3966,1.47,1.44
  武胜县,54024,26382,27642,11488,6728,4760,37331,17652,19679,546,346,200,4659,1656,3003,1.44,1.42
  邻水县,56361,27989,28372,12598,7108,5490,38562,18749,19813,677,411,266,4524,1721,2803,1.65,1.61
  华蓥市,21252,10326,10926,4266,2486,1780,15168,7192,7976,230,136,94,1588,512,1076,1.42,1.40
达州市,402297,200738,201559,75517,44170,31347,289480,141216,148264,5305,3273,2032,31995,12079,19916,1.47,1.44
  通川区,35047,17040,18007,6802,3535,3267,25956,12737,13219,701,325,376,1588,443,1145,1.14,1.12
  达县,85710,42876,42834,14328,8464,5864,63274,31138,32136,1085,663,422,7023,2611,4412,1.43,1.40
  宣汉县,71055,35665,35390,13552,7951,5601,51211,24836,26375,806,519,287,5486,2359,3127,1.61,1.57
  开江县,29978,14911,15067,5374,3278,2096,21500,10358,11142,352,240,112,2752,1035,1717,1.55,1.51
  大竹县,64919,32636,32283,12133,7457,4676,46411,22660,23751,912,601,311,5463,1918,3545,1.43,1.41
  渠县,82582,41276,41306,17804,10282,7522,56477,27575,28902,1140,725,415,7161,2694,4467,1.43,1.41
  万源市,33006,16334,16672,5524,3203,2321,24651,11912,12739,309,200,109,2522,1019,1503,1.69,1.65
雅安市,125271,62865,62406,23166,13836,9330,91151,44693,46458,2681,1615,1066,8273,2721,5552,1.33,1.31
  雨城区,30105,14818,15287,6468,3552,2916,21091,10251,10840,828,459,369,1718,556,1162,1.10,1.09
  名山县,21433,10714,10719,3023,1901,1122,16566,8058,8508,372,238,134,1472,517,955,1.31,1.28
  荥经县,12262,6211,6051,1886,1124,762,9383,4690,4693,218,133,85,775,264,511,1.36,1.33
  汉源县,26640,13647,12993,5720,3565,2155,18484,9076,9408,608,377,231,1828,629,1199,1.36,1.33
  石棉县,9496,4792,4704,1791,1075,716,6791,3390,3401,245,142,103,669,185,484,1.46,1.43
  天全县,11916,5933,5983,1798,1112,686,9026,4425,4601,218,146,72,874,250,624,1.59,1.56
  芦山县,8826,4388,4438,1574,952,622,6505,3154,3351,133,81,52,614,201,413,1.50,1.47
  宝兴县,4593,2362,2231,906,555,351,3305,1649,1656,59,39,20,323,119,204,1.53,1.49
巴中市,260341,129351,130990,53095,30648,22447,185840,89563,96277,2869,1775,1094,18537,7365,11172,1.53,1.50
  巴州区,89829,44438,45391,16958,9939,7019,65211,31472,33739,983,599,384,6677,2428,4249,1.50,1.47
  通江县,57957,29129,28828,12421,7115,5306,40805,19877,20928,619,380,239,4112,1757,2355,1.51,1.49
  南江县,45246,22503,22743,9320,5417,3903,32300,15455,16845,547,371,176,3079,1260,1819,1.56,1.53
  平昌县,67309,33281,34028,14396,8177,6219,47524,22759,24765,720,425,295,4669,1920,2749,1.57,1.54
资阳市,306858,151071,155787,50261,30651,19610,223945,107678,116267,4103,2592,1511,28549,10150,18399,1.51,1.47
  雁江区,75265,37378,37887,14299,8617,5682,53751,25979,27772,1034,602,432,6181,2180,4001,1.41,1.38
  安岳县,94668,46606,48062,15443,9149,6294,69510,33605,35905,1089,728,361,8626,3124,5502,1.63,1.59
  乐至县,47878,23328,24550,6404,4137,2267,35432,16799,18633,603,406,197,5439,1986,3453,1.51,1.48
  简阳市,89047,43759,45288,14115,8748,5367,65252,31295,33957,1377,856,521,8303,2860,5443,1.46,1.42
阿坝藏族羌族自治州,68444,34920,33524,18152,10859,7293,44504,22220,22284,1119,466,653,4669,1375,3294,1.56,1.53
  汶川县,7162,3728,3434,1721,1028,693,4897,2468,2429,108,56,52,436,176,260,1.48,1.44
  理县,3637,1841,1796,815,471,344,2516,1272,1244,36,23,13,270,75,195,1.49,1.47
  茂县,8194,4172,4022,1835,1147,688,5725,2810,2915,80,45,35,554,170,384,1.72,1.69
  松潘县,5749,2986,2763,1527,979,548,3768,1878,1890,46,22,24,408,107,301,1.76,1.70
  九寨沟县,5758,3004,2754,1473,848,625,3964,2030,1934,43,28,15,278,98,180,1.56,1.55
  金川县,5381,2674,2707,1216,715,501,3723,1819,1904,70,32,38,372,108,264,1.63,1.60
  小金县,6854,3523,3331,1873,1135,738,4535,2237,2298,43,25,18,403,126,277,1.55,1.52
  黑水县,4494,2256,2238,837,515,322,3209,1619,1590,55,23,32,393,99,294,1.53,1.49
  马尔康县,4769,2400,2369,1318,747,571,3069,1552,1517,90,31,59,292,70,222,1.20,1.18
  壤塘县,3040,1545,1495,1172,675,497,1527,753,774,74,29,45,267,88,179,1.47,1.44
  阿坝县,4863,2491,2372,1790,1081,709,2542,1261,1281,167,55,112,364,94,270,1.62,1.59
  若尔盖县,5331,2657,2674,1555,916,639,3213,1605,1608,139,32,107,424,104,320,1.62,1.59
  红原县,3212,1643,1569,1020,602,418,1816,916,900,168,65,103,208,60,148,1.44,1.42
甘孜藏族自治州,81428,41812,39616,27328,15936,11392,46079,23283,22796,1880,702,1178,6141,1891,4250,1.42,1.39
  康定县,9564,5142,4422,2669,1674,995,6117,3222,2895,212,89,123,566,157,409,1.35,1.33
  泸定县,6415,3320,3095,1251,797,454,4609,2315,2294,119,73,46,436,135,301,1.62,1.59
  丹巴县,4637,2361,2276,1092,692,400,3126,1545,1581,68,32,36,351,92,259,1.60,1.57
  九龙县,4434,2422,2012,995,655,340,3154,1671,1483,41,20,21,244,76,168,1.99,1.96
  雅江县,3892,2105,1787,1125,706,419,2358,1248,1110,107,36,71,302,115,187,1.47,1.44
  道孚县,4169,2069,2100,1477,850,627,2242,1076,1166,119,41,78,331,102,229,1.41,1.40
  炉霍县,3320,1685,1635,1093,670,423,1819,910,909,109,37,72,299,68,231,1.47,1.46
  甘孜县,5148,2557,2591,2102,1150,952,2532,1248,1284,114,38,76,400,121,279,1.27,1.25
  新龙县,3681,1880,1801,1582,902,680,1752,857,895,56,25,31,291,96,195,1.49,1.47
  德格县,5837,2976,2861,2659,1552,1107,2387,1160,1227,267,77,190,524,187,337,1.30,1.28
  白玉县,4040,1937,2103,1865,932,933,1753,882,871,72,18,54,350,105,245,1.10,1.09
  石渠县,5667,2877,2790,2318,1322,996,2793,1389,1404,179,50,129,377,116,261,1.40,1.38
  色达县,4487,2224,2263,2314,1203,1111,1679,846,833,139,60,79,355,115,240,1.07,1.06
  理塘县,5473,2872,2601,1743,1043,700,3205,1624,1581,131,57,74,394,148,246,1.42,1.39
  巴塘县,3729,1833,1896,1248,673,575,2100,1046,1054,41,12,29,340,102,238,1.30,1.27
  乡城县,2782,1513,1269,796,500,296,1753,930,823,35,16,19,198,67,131,1.47,1.44
  稻城县,2164,1061,1103,479,302,177,1449,713,736,40,9,31,196,37,159,1.40,1.36
  得荣县,1989,978,1011,520,313,207,1251,601,650,31,12,19,187,52,135,1.50,1.46
凉山彝族自治州,339998,172285,167713,78228,46171,32057,234595,116210,118385,4423,2458,1965,22752,7446,15306,1.78,1.74
  西昌市,55811,27697,28114,12074,6758,5316,39446,19418,20028,1245,617,628,3046,904,2142,1.39,1.37
  木里藏族自治县,10762,5681,5081,2674,1712,962,7250,3727,3523,70,30,40,768,212,556,1.76,1.74
  盐源县,27523,14343,13180,6580,4038,2542,19103,9630,9473,250,150,100,1590,525,1065,1.85,1.82
  德昌县,17864,9015,8849,3905,2296,1609,12535,6186,6349,230,129,101,1194,404,790,1.52,1.50
  会理县,35322,18169,17153,7061,4477,2584,25285,12591,12694,507,311,196,2469,790,1679,1.60,1.57
  会东县,28717,15035,13682,5930,3891,2039,20400,10123,10277,315,193,122,2072,828,1244,1.72,1.70
  宁南县,13016,6531,6485,2480,1484,996,9426,4655,4771,168,92,76,942,300,642,1.61,1.58
  普格县,10719,5447,5272,2390,1410,980,7433,3722,3711,147,75,72,749,240,509,1.97,1.91
  布拖县,11494,5616,5878,2573,1441,1132,7809,3805,4004,84,45,39,1028,325,703,2.14,1.97
  金阳县,11294,5716,5578,2717,1562,1155,7686,3799,3887,77,48,29,814,307,507,2.15,2.07
  昭觉县,16743,8321,8422,5024,2717,2307,10212,5048,5164,198,92,106,1309,464,845,1.85,1.80
  喜德县,11090,5612,5478,2543,1476,1067,7810,3867,3943,102,64,38,635,205,430,2.09,2.05
  冕宁县,25560,12850,12710,5370,3178,2192,18382,9032,9350,254,161,93,1554,479,1075,1.89,1.86
  越西县,17841,8847,8994,4192,2402,1790,12201,5957,6244,249,145,104,1199,343,856,2.21,2.16
  甘洛县,14095,7256,6839,3187,1989,1198,9681,4826,4855,230,146,84,997,295,702,2.11,2.03
  美姑县,13915,6796,7119,4906,2555,2351,7824,3827,3997,116,58,58,1069,356,713,1.89,1.83
  雷波县,18232,9353,8879,4622,2785,1837,12112,5997,6115,181,102,79,1317,469,848,1.95,1.90
,,,,,,,,,,,,,,,,,
贵州省,2471843,1250892,1220951,494275,299268,195007,1769896,874302,895594,37069,21724,15345,170603,55598,115005,1.86,1.81
贵阳市,335005,170067,164938,79578,46419,33159,229107,114525,114582,9927,4927,5000,16393,4196,12197,1.29,1.27
  南明区,66526,33370,33156,16273,9202,7071,44526,22339,22187,2741,1238,1503,2986,591,2395,1.06,1.05
  云岩区,79743,40011,39732,24626,13615,11011,48710,24347,24363,3142,1400,1742,3265,649,2616,0.94,0.93
  花溪区,27259,13978,13281,8223,4832,3391,17152,8500,8652,454,256,198,1430,390,1040,1.29,1.27
  乌当区,28087,14454,13633,5368,3323,2045,20761,10466,10295,607,317,290,1351,348,1003,1.39,1.37
  白云区,20420,10377,10043,4232,2473,1759,14639,7335,7304,671,322,349,878,247,631,1.29,1.27
  小河区,19187,9624,9563,3540,2063,1477,14262,7123,7139,627,282,345,758,156,602,1.15,1.14
  开阳县,26942,13880,13062,4501,2846,1655,20215,10068,10147,430,302,128,1796,664,1132,1.79,1.75
  息烽县,15739,8131,7608,2535,1630,905,11914,5950,5964,307,217,90,983,334,649,1.80,1.75
  修文县,17814,9178,8636,3392,2124,1268,13091,6543,6548,293,197,96,1038,314,724,1.78,1.74
  清镇市,33288,17064,16224,6888,4311,2577,23837,11854,11983,655,396,259,1908,503,1405,1.76,1.72
六盘水市,200760,103494,97266,43490,27088,16402,142536,71142,71394,2911,1671,1240,11823,3593,8230,1.91,1.86
  钟山区,42167,21272,20895,8949,5252,3697,30169,15071,15098,1233,597,636,1816,352,1464,1.52,1.49
  六枝特区,33630,16850,16780,5917,3646,2271,24633,12105,12528,515,302,213,2565,797,1768,2.13,2.07
  水城县,46167,24309,21858,10166,6670,3496,32581,16340,16241,446,315,131,2974,984,1990,2.15,2.08
  盘县,78796,41063,37733,18458,11520,6938,55153,27626,27527,717,457,260,4468,1460,3008,1.90,1.85
遵义市,439349,219212,220137,75778,44568,31210,325653,159562,166091,6128,3485,2643,31790,11597,20193,1.81,1.76
  红花岗区,47077,23487,23590,9149,5154,3995,34148,16991,17157,1566,762,804,2214,580,1634,1.32,1.30
  汇川区,33722,16556,17166,7830,4061,3769,23637,11739,11898,706,315,391,1549,441,1108,1.27,1.26
  遵义县,67301,34017,33284,10714,6495,4219,50848,25222,25626,823,530,293,4916,1770,3146,1.91,1.86
  桐梓县,36903,18611,18292,6337,3893,2444,27282,13367,13915,472,286,186,2812,1065,1747,1.99,1.94
  绥阳县,27157,13419,13738,4353,2571,1782,20371,9873,10498,250,150,100,2183,825,1358,1.95,1.89
  正安县,28123,13886,14237,4352,2611,1741,20795,10007,10788,202,123,79,2774,1145,1629,2.05,1.98
  道真仡佬族苗族自治县,17334,8288,9046,2066,1251,815,13590,6343,7247,120,59,61,1558,635,923,1.98,1.90
  务川仡佬族苗族自治县,22619,11194,11425,3729,2180,1549,16854,8118,8736,165,107,58,1871,789,1082,2.09,2.01
  凤冈县,22396,11139,11257,3672,2209,1463,16841,8190,8651,194,111,83,1689,629,1060,1.93,1.87
  湄潭县,26319,13052,13267,3737,2261,1476,20328,9930,10398,344,196,148,1910,665,1245,1.86,1.80
  余庆县,16975,8453,8522,2241,1357,884,13401,6558,6843,208,143,65,1125,395,730,1.78,1.72
  习水县,38489,19486,19003,7164,4378,2786,27972,13717,14255,343,230,113,3010,1161,1849,2.01,1.96
  赤水市,17154,8538,8616,2301,1421,880,12839,6349,6490,374,242,132,1640,526,1114,1.59,1.54
  仁怀市,37780,19086,18694,8133,4726,3407,26747,13158,13589,361,231,130,2539,971,1568,1.85,1.83
安顺市,158671,80124,78547,30167,18222,11945,115096,57023,58073,2403,1441,962,11005,3438,7567,1.89,1.85
  西秀区,54316,27077,27239,10325,5990,4335,39382,19465,19917,1147,608,539,3462,1014,2448,1.66,1.63
  平坝县,21683,10966,10717,3261,2054,1207,16711,8336,8375,336,189,147,1375,387,988,1.86,1.81
  普定县,23881,12159,11722,4933,2935,1998,17048,8471,8577,278,204,74,1622,549,1073,2.13,2.07
  镇宁布依族苗族自治县,19253,9834,9419,3594,2286,1308,13834,6859,6975,266,174,92,1559,515,1044,2.05,2.00
  关岭布依族苗族自治县,21210,10861,10349,4585,2825,1760,14938,7394,7544,223,165,58,1464,477,987,1.94,1.90
  紫云苗族布依族自治县,18328,9227,9101,3469,2132,1337,13183,6498,6685,153,101,52,1523,496,1027,2.10,2.04
铜仁地区,212491,105670,106821,41241,24264,16977,151264,73211,78053,2359,1487,872,17627,6708,10919,1.90,1.86
  铜仁市,24427,12148,12279,5292,2947,2345,17022,8431,8591,489,257,232,1624,513,1111,1.44,1.41
  江口县,12405,6343,6062,2210,1411,799,9067,4467,4600,179,126,53,949,339,610,1.80,1.77
  玉屏侗族自治县,8745,4474,4271,1311,866,445,6647,3305,3342,131,79,52,656,224,432,1.69,1.65
  石阡县,22165,10920,11245,3961,2330,1631,16047,7686,8361,235,157,78,1922,747,1175,1.83,1.78
  思南县,34928,17138,17790,6413,3726,2687,24946,11996,12950,282,184,98,3287,1232,2055,1.84,1.80
  印江土家族苗族自治县,19601,9578,10023,3160,1881,1279,14368,6831,7537,164,113,51,1909,753,1156,1.93,1.89
  德江县,24038,11733,12305,4625,2607,2018,17309,8237,9072,257,141,116,1847,748,1099,2.04,1.99
  沿河土家族自治县,29164,14383,14781,5758,3289,2469,20884,10011,10873,189,124,65,2333,959,1374,2.23,2.17
  松桃苗族自治县,33489,17115,16374,8015,4864,3151,22340,10916,11424,346,253,93,2788,1082,1706,2.08,2.03
  万山特区,3529,1838,1691,496,343,153,2634,1331,1303,87,53,34,312,111,201,1.76,1.68
黔西南布依族苗族自治州,196230,98672,97558,36713,22163,14550,143915,71021,72894,1948,1275,673,13654,4213,9441,1.97,1.93
  兴义市,57537,29153,28384,11809,7029,4780,41723,20716,21007,756,470,286,3249,938,2311,1.68,1.66
  兴仁县,28553,14489,14064,5259,3203,2056,21256,10529,10727,229,154,75,1809,603,1206,2.19,2.14
  普安县,16942,8624,8318,3397,2074,1323,12282,6109,6173,138,84,54,1125,357,768,2.17,2.14
  晴隆县,16637,8384,8253,3015,1875,1140,12339,6053,6286,121,85,36,1162,371,791,2.28,2.23
  贞丰县,20862,10176,10686,3713,2152,1561,15266,7402,7864,179,119,60,1704,503,1201,2.06,2.02
  望谟县,16712,8232,8480,3006,1817,1189,11836,5741,6095,156,103,53,1714,571,1143,1.97,1.93
  册亨县,13569,6732,6837,2343,1392,951,10051,4956,5095,102,71,31,1073,313,760,1.94,1.90
  安龙县,25418,12882,12536,4171,2621,1550,19162,9515,9647,267,189,78,1818,557,1261,1.98,1.93
毕节地区,443040,227541,215499,95323,58682,36641,314429,156248,158181,4569,3160,1409,28719,9451,19268,2.27,2.22
  毕节市,75613,38030,37583,16052,9461,6591,53462,26354,27108,825,508,317,5274,1707,3567,2.26,2.21
  大方县,53409,27561,25848,11602,7123,4479,37693,18866,18827,557,415,142,3557,1157,2400,2.30,2.26
  黔西县,49080,25433,23647,9670,6146,3524,35403,17700,17703,710,496,214,3297,1091,2206,2.13,2.07
  金沙县,37316,19580,17736,5580,3741,1839,28683,14572,14111,543,372,171,2510,895,1615,2.02,1.97
  织金县,57397,29615,27782,13000,7994,5006,39964,19873,20091,633,478,155,3800,1270,2530,2.26,2.21
  纳雍县,45237,22917,22320,9251,5575,3676,32633,16174,16459,361,251,110,2992,917,2075,2.45,2.39
  威宁彝族回族苗族自治县,82798,43107,39691,21222,13258,7964,56416,27906,28510,548,367,181,4612,1576,3036,2.30,2.27
  赫章县,42190,21298,20892,8946,5384,3562,30175,14803,15372,392,273,119,2677,838,1839,2.37,2.30
黔东南苗族侗族自治州,250459,127246,123213,45683,29460,16223,181489,89414,92075,3161,2027,1134,20126,6345,13781,1.88,1.83
  凯里市,35900,18308,17592,8249,5126,3123,24628,12218,12410,883,427,456,2140,537,1603,1.51,1.48
  黄平县,17464,8689,8775,3105,1899,1206,12530,6166,6364,180,129,51,1649,495,1154,1.96,1.93
  施秉县,8832,4486,4346,1449,951,498,6569,3239,3330,111,75,36,703,221,482,1.98,1.92
  三穗县,10728,5425,5303,1687,1095,592,8012,3942,4070,162,104,58,867,284,583,2.03,1.96
  镇远县,14029,7223,6806,1887,1336,551,10822,5363,5459,191,143,48,1129,381,748,2.06,1.96
  岑巩县,11435,5746,5689,1906,1226,680,8479,4123,4356,102,75,27,948,322,626,1.96,1.91
  天柱县,19200,9750,9450,3238,2088,1150,13931,6917,7014,241,173,68,1790,572,1218,1.91,1.87
  锦屏县,11030,5435,5595,1837,1149,688,8179,3947,4232,100,71,29,914,268,646,1.99,1.94
  剑河县,12997,6686,6311,2329,1553,776,9413,4636,4777,128,82,46,1127,415,712,2.03,1.98
  台江县,7397,3727,3670,1428,924,504,5331,2616,2715,66,39,27,572,148,424,1.97,1.92
  黎平县,29273,14757,14516,5264,3273,1991,21177,10401,10776,311,227,84,2521,856,1665,1.91,1.87
  榕江县,19981,10265,9716,3780,2455,1325,14576,7182,7394,199,146,53,1426,482,944,1.94,1.91
  从江县,22407,11383,11024,3971,2568,1403,16547,8131,8416,160,109,51,1729,575,1154,1.85,1.79
  雷山县,8625,4566,4059,1607,1183,424,6215,3097,3118,86,59,27,717,227,490,2.00,1.94
  麻江县,12312,6287,6025,2363,1562,801,8724,4319,4405,154,111,43,1071,295,776,1.91,1.86
  丹寨县,8849,4513,4336,1583,1072,511,6356,3117,3239,87,57,30,823,267,556,1.83,1.79
黔南布依族苗族自治州,235838,118866,116972,46302,28402,17900,166407,82156,84251,3663,2251,1412,19466,6057,13409,1.77,1.73
  都匀市,32805,16143,16662,6947,3985,2962,22346,11004,11342,989,522,467,2523,632,1891,1.35,1.33
  福泉市,20472,10550,9922,4152,2617,1535,14767,7344,7423,313,200,113,1240,389,851,1.77,1.73
  荔波县,10904,5529,5375,2208,1375,833,7580,3769,3811,115,72,43,1001,313,688,1.78,1.73
  贵定县,16328,8230,8098,2958,1881,1077,11671,5746,5925,349,210,139,1350,393,957,1.88,1.83
  瓮安县,27542,13790,13752,5067,3004,2063,20281,9937,10344,418,245,173,1776,604,1172,1.83,1.79
  独山县,21575,10906,10669,4139,2561,1578,15129,7535,7594,283,182,101,2024,628,1396,1.77,1.73
  平塘县,16747,8391,8356,2700,1678,1022,12129,5997,6132,216,150,66,1702,566,1136,1.83,1.79
  罗甸县,18857,9372,9485,3683,2279,1404,13084,6370,6714,226,136,90,1864,587,1277,1.75,1.72
  长顺县,13223,6755,6468,2444,1559,885,9502,4696,4806,132,95,37,1145,405,740,1.95,1.91
  龙里县,12902,6704,6198,2483,1681,802,9275,4595,4680,177,127,50,967,301,666,1.84,1.80
  惠水县,24474,12305,12169,5008,3005,2003,16984,8414,8570,262,175,87,2220,711,1509,1.85,1.81
  三都水族自治县,20009,10191,9818,4513,2777,1736,13659,6749,6910,183,137,46,1654,528,1126,1.95,1.92
,,,,,,,,,,,,,,,,,
云南省,3512312,1795180,1717132,746903,462448,284455,2506853,1241724,1265129,50253,27666,22587,208303,63342,144961,1.60,1.56
昆明市,498341,250468,247873,110215,62813,47402,353568,175973,177595,10840,5300,5540,23718,6382,17336,1.18,1.16
  五华区,67650,33005,34645,21247,10873,10374,41854,20684,21170,2108,932,1176,2441,516,1925,0.76,0.75
  盘龙区,60807,30433,30374,16152,8869,7283,40824,20252,20572,1621,754,867,2210,558,1652,0.92,0.91
  官渡区,69946,36111,33835,15947,9341,6606,50030,25422,24608,1579,736,843,2390,612,1778,1.01,1.00
  西山区,59777,29744,30033,13401,7314,6087,41987,20976,21011,1862,831,1031,2527,623,1904,0.92,0.91
