首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位：人
地    区,0岁,,1-4岁,1-4岁,5-9岁,1-4岁,10-14岁,1-4岁,15-19岁,1-4岁,20-24岁,1-4岁,25-29岁,1-4岁,30-34岁,1-4岁,35-39岁,1-4岁,40-44岁,1-4岁,45-49岁,1-4岁,50-54岁,1-4岁,55-59岁,1-4岁,60-64岁,1-4岁,65-69岁,1-4岁,70-74岁,1-4岁,75-79岁,1-4岁,80-84岁,1-4岁,85岁及以上,1-4岁
,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
  磁县,5459,4383,28803,23308,27492,21929,15048,12932,29045,26915,36938,39873,31432,33457,22835,21449,24179,23399,30053,28847,23259,23293,19121,18784,18530,19590,12386,14114,7215,8590,5246,5761,3467,4669,1435,2755,525,1368
  肥乡县,2472,2271,13412,11663,16596,14253,9809,9053,13130,12902,16456,18366,15871,16638,11117,10934,11223,10959,16404,15549,10306,10395,10219,9806,9813,9543,7825,7777,4343,4647,3596,4151,2350,3336,1117,1830,467,1091
  永年县,7675,6215,35888,30677,39576,33325,37058,30404,42232,39468,49889,52168,44244,46222,29496,28627,32305,29388,37913,36779,26922,28083,25127,25403,25282,26827,18596,20186,10178,10694,7594,8626,5040,6725,2359,3930,835,1979
  邱县,2216,1845,11109,9518,11441,9869,5007,4675,7755,7717,10507,11452,11617,11830,7402,6678,7214,7171,8912,8384,7684,7283,7180,7094,6528,6781,4374,4469,1538,2053,1841,2476,1426,2184,640,992,218,498
  鸡泽县,2134,1878,12807,11071,12422,10413,8145,6488,11805,11158,14700,15124,12751,13935,9363,8934,8428,7907,10277,10389,6944,7350,8095,8162,7536,7512,5505,5372,2913,3257,2264,2700,1479,2090,740,1282,261,737
  广平县,2379,2039,12225,10632,10550,9216,5031,4603,7905,8214,15042,17786,13461,16167,8649,9339,8375,8631,10189,10028,7779,8209,8056,8105,7345,7480,5933,6005,3015,3453,2560,3247,1744,2327,731,1412,308,823
  馆陶县,2887,2308,14269,11759,15834,13144,8225,6853,10010,9733,14128,15610,14205,15487,10465,10521,10192,10424,11812,12046,9632,10633,7779,8158,8723,9841,6644,7562,3310,3610,2658,2997,2017,2463,852,1313,280,648
  魏县,7628,6136,31289,25112,31096,24187,24301,20184,32038,31646,42059,48408,31989,38558,26969,28045,25284,24980,31794,33841,27466,28094,24219,23419,22049,21945,16608,17929,9504,11686,7659,9246,5529,7089,2899,4556,1162,2590
  曲周县,3079,2741,21202,17235,19639,15820,11490,9958,14890,14669,22984,24046,20327,20839,13074,12922,14245,13690,15767,15534,11404,12266,12839,12596,12173,12241,8964,9860,4237,5368,4142,4966,3174,3940,1402,2095,496,1296
  武安市,6457,5611,28276,23634,29062,22738,26004,19952,38787,34396,47047,46801,33529,31959,23420,21511,32102,31330,34489,33348,31282,30856,27152,26024,23822,24415,17013,18040,9565,10262,6947,7777,4260,5432,1629,2482,534,1055
邢台市,54327,47122,231161,184858,236814,193485,172420,143940,299218,283138,390554,402474,342577,348513,236174,225148,235280,233766,312150,301738,257870,257412,224084,214392,221614,219491,159719,163020,85932,92796,68091,74158,47256,60083,22430,33607,8917,18374
  桥东区,1127,1099,5787,4995,7074,6293,6377,5884,10995,11196,14076,14898,12499,12912,11380,11094,12729,12269,11936,11631,10530,9871,9130,8584,8051,7888,5165,5629,3312,3619,2602,2966,1628,1833,783,935,305,521
  桥西区,1869,1602,7556,6470,9423,8524,9791,8815,18563,17781,23671,21392,17134,17236,15359,15119,18473,18047,18283,17574,18089,15326,14110,12327,12658,11699,8257,8440,5234,5487,4279,4110,2458,2351,1088,1054,390,512
  邢台县,4196,3774,14748,13494,13580,12321,9212,8594,15927,15281,26235,26637,23535,23450,13526,13004,14523,14687,20250,19482,19198,18507,17388,15943,16042,15416,11065,10976,6222,6316,4635,4574,3553,4177,1793,2267,674,1121
  临城县,1544,1300,6207,5525,6807,5812,4462,3686,8895,8713,9298,9215,9133,9350,6703,6340,6513,6529,9486,8412,8606,8363,7106,6862,6708,6632,4928,4901,2893,2973,2094,2239,1615,1681,741,980,282,552
  内邱县,2059,1891,9006,7602,8882,7657,4976,4570,8906,9016,14174,14054,14441,14341,9466,8913,9292,9174,11621,10404,10487,10462,9126,8870,8447,8502,5856,6200,3285,3766,2243,2499,1606,2098,732,1202,252,542
  柏乡县,1368,1064,6018,4529,7253,5197,5821,4203,7702,6381,9234,9820,8466,9335,6081,5977,5863,6053,8433,8211,6698,6967,5872,5736,6774,6849,4505,4535,2749,2805,1716,2063,1362,1916,605,1200,228,636
  隆尧县,4301,3308,15304,11810,16408,12017,10588,8014,20990,19325,28970,30097,26228,28087,17919,17634,17618,18084,25061,22628,16912,17007,15058,14538,14933,15181,10956,11133,6262,7184,4350,5079,3013,4243,1501,2675,588,1548
  任县,2498,2257,10708,8439,12578,9899,8600,7070,13503,12521,18325,18517,17637,17689,11516,10542,11200,11354,13507,12744,10301,10470,9009,9254,9632,10115,7221,7772,4134,4138,2862,3115,2056,2748,1055,1632,408,900
  南和县,3137,2767,10463,8093,12036,9489,9086,6974,14534,13283,18768,19166,15823,16328,10916,10625,9951,9741,14101,14001,10423,11101,9139,9058,9448,9765,7449,7544,4112,3975,2764,2964,2009,2648,907,1519,385,840
  宁晋县,6029,5390,27876,22143,26100,20112,17816,13860,31761,28624,41721,44795,36139,37286,24979,24459,23708,25429,34723,34517,27469,28356,21448,20846,23561,22294,17011,16451,10310,10685,7766,8577,5416,6845,2679,4077,1138,2432
  巨鹿县,2957,2541,12809,10295,12447,10366,8396,7283,14516,14292,18976,20246,18770,19994,13490,13305,12161,11955,16254,15516,12556,13049,12390,11739,11305,10769,8238,8157,4142,4475,4172,4548,3080,4019,1469,2011,640,1306
  新河县,1128,885,4283,3716,4873,4424,4253,3996,7323,7505,7518,7962,6351,6511,5591,5220,6466,6640,8498,8541,6301,6436,5610,5526,6134,6149,4286,3879,2141,2301,1833,2125,1223,1868,558,1008,228,568
  广宗县,2562,2144,11059,9128,11459,9618,7845,6983,9616,9801,12690,14464,13615,15211,11017,10607,8101,7848,11650,10927,9548,9308,8811,8537,8378,8997,6353,6893,2929,3631,2728,3082,2054,2573,1011,1447,445,781
  平乡县,2248,2020,9977,7591,12971,10860,9847,8323,11562,11360,15354,15756,15064,15234,11515,10723,9056,8546,11481,11424,9566,9621,8920,8744,8795,8680,6770,6622,3453,3491,3110,2984,2091,2337,1103,1414,516,900
  威县,4318,3789,20520,15460,20242,16191,12219,10538,22102,21366,28108,30234,27717,28344,19187,17804,18526,17560,25132,23866,19311,19018,17826,16805,17608,17952,12769,14110,5491,6199,5361,6123,3527,4867,1867,2663,621,1283
  清河县,3495,3272,16499,11581,12035,8927,7840,5125,15391,13548,26151,26407,22169,20545,13001,11869,10583,9874,15676,15919,13029,14182,11093,10986,11249,12156,8588,8437,4335,5113,3431,4035,2336,3083,1048,1723,494,1006
  临西县,2348,2200,14469,10771,14247,11125,10025,7795,14991,13252,17988,19163,15293,15320,12725,10947,9519,9254,14072,15525,12886,13576,9438,9335,10449,9705,7896,7320,3995,4422,2941,3014,1923,2468,738,1310,285,654
  南宫市,3067,2671,12493,10416,11620,9838,9059,7964,23002,22086,27069,27568,19216,18750,10573,9931,14589,14257,22008,20940,19020,18903,17986,16530,17905,17050,13260,13987,6031,6799,5131,5745,3167,4644,1386,2450,566,1353
  沙河市,4076,3148,15379,12800,16779,14815,16207,14263,28939,27807,32228,32083,23347,22590,11230,11035,16409,16465,19978,19476,16940,16889,14624,14172,13537,13692,9146,10034,4902,5417,4073,4316,3139,3684,1366,2040,472,919
保定市,77551,67092,328616,288045,343377,306090,266174,238847,415133,400009,576759,583075,477261,473691,429558,409187,410455,400350,469588,480358,420444,432636,354453,346029,368270,368588,276772,277965,169819,165766,122598,117046,80761,91485,44071,61087,19287,36089
  新市区,2000,1878,9993,9432,10568,9895,10107,9733,13068,13376,19407,18886,21118,23564,20868,21875,20381,21192,20171,20029,18136,17077,15703,15625,15442,16216,10860,12287,8016,9371,6787,7140,3704,3797,1848,1982,770,1096
  北市区,1295,1226,6813,6180,7513,7096,6883,6551,17285,16526,40149,42981,16165,17967,15592,15565,15459,15023,14148,13310,12421,11374,10554,10032,9269,9488,6440,7079,4451,4826,3509,4303,2442,2971,1372,1554,633,894
  南市区,1158,1032,5904,5268,5852,5609,5504,5095,10300,10374,28174,31454,12557,13356,11439,11355,10580,10714,10222,10091,9024,8593,8308,7725,7276,7885,5402,6203,3593,4005,2807,3492,1858,2172,999,1243,463,698
  满城县,3098,2694,12951,11627,12741,11896,9179,8633,15541,14430,22562,19268,18578,16697,13917,12131,14909,12654,17924,16568,15564,15758,13278,13220,13779,13834,10262,10491,6007,6225,4349,4465,2714,3064,1567,2219,640,1243
  清苑县,5220,4220,21002,17429,19099,16352,12786,11166,23849,22178,33293,34148,28558,27990,23623,21907,20307,19203,26608,26831,24015,24780,19794,19375,21133,21292,16097,16126,10068,9625,6891,6284,4486,5116,2739,4224,1312,2533
  涞水县,1866,1759,7603,7095,8441,8007,6933,6730,11530,11567,16749,16965,15705,15110,13138,11650,12579,11914,15842,15360,15460,14367,12040,10790,12239,12112,8846,8589,5492,5451,3797,3646,2550,2848,1253,1608,519,913
  阜平县,1501,1492,7026,6935,7600,7706,5812,5563,6158,6437,6791,7152,6896,7064,7141,6923,7803,7557,8127,7751,7981,7777,7467,6619,7607,7385,6201,5870,3025,2842,2684,2278,2159,2038,1202,1253,634,842
  徐水县,3963,3552,15753,14086,15419,14185,12443,11324,19452,18727,28107,28251,26088,24398,21873,20361,20634,19860,24592,25021,21483,23287,16676,17123,19432,20267,14297,14898,9578,8365,6809,5546,4127,4456,2253,3405,919,2020
  定兴县,3398,2977,14413,12911,15317,12841,12574,10671,24597,22921,23477,24774,18500,19478,17096,16945,18076,18726,21293,25661,19027,23045,15181,15689,18628,17927,13774,13237,9399,8112,6019,5139,3816,4421,1929,3116,908,1861
  唐县,4182,3769,17738,15575,19977,17997,16619,15502,19324,18690,20956,23192,19950,21795,19479,20095,17438,18680,19604,21793,19237,21041,16521,16718,16180,16578,13681,13996,7233,7927,5622,5803,3982,4575,2242,2898,935,1543
  高阳县,2702,2134,11936,10030,11102,9792,7792,7034,10449,11448,16398,17691,15703,15732,13524,13184,12008,11621,14040,15021,12597,12707,10814,10680,12041,11423,8738,7942,4925,4815,3653,3142,2749,3001,1860,2365,901,1466
  容城县,1922,1617,7615,6271,7611,6084,6263,4738,10455,10071,14121,14694,11479,11200,9404,9053,9372,8780,10467,10987,9200,10262,7527,7425,8407,8490,6383,6138,4410,3867,3106,2617,2109,2124,1002,1482,501,925
  涞源县,1579,1438,8544,7996,9038,8341,7264,6486,8945,8399,10506,9824,8406,7755,9301,8501,12560,11026,12858,11045,11337,9795,9586,7758,9228,8358,6954,6168,3933,3277,3117,2667,2458,2332,1243,1355,542,758
  望都县,1721,1558,6375,5681,6762,5890,6078,5274,7405,6869,12563,11155,12642,11618,8587,8062,8905,8344,10920,10597,10046,10978,9065,9731,8691,9433,6768,6523,4091,4032,3077,3113,1809,2020,926,1503,343,859
  安新县,3901,2964,16485,12408,13678,11010,10535,9131,19978,18604,28600,24938,17266,16630,16470,15514,14620,14777,18484,18800,14333,14554,11780,11657,13557,14835,9398,10981,5629,5180,4005,3894,3203,3463,1902,2304,731,1179
  易县,3514,3144,14336,13475,16419,15635,12503,11973,19724,19333,23000,23634,20548,20471,18688,17950,19639,20360,25112,25270,23051,21275,19997,17534,19497,17834,14521,13754,8502,8368,6481,5805,4409,4535,2097,2731,873,1572
  曲阳县,5367,4609,24391,21434,25258,22652,16126,15096,21614,21363,28595,29956,27109,27578,23522,22495,20625,19754,21093,21848,19712,19614,16984,16385,16245,16352,12550,12700,6817,6893,5020,5275,3325,4048,1704,2450,698,1302
  蠡县,4640,3539,18830,14777,16627,13584,12892,9593,19892,16440,25198,25754,22849,22925,20963,19117,17614,16742,18660,19862,16412,18049,15176,15211,16560,16740,12904,12565,7593,6995,4940,4416,3636,4406,2413,3453,1213,2392
  顺平县,2161,1954,8460,7712,9572,8803,7424,7071,8550,8563,12122,12060,12037,11664,11496,10690,11582,11232,13106,12619,12190,11964,10819,9957,10804,10248,8035,8157,4414,4700,3302,3625,2104,2555,1113,1586,413,900
  博野县,2175,1883,8063,6692,8403,7237,5620,4802,7354,7011,12030,11670,10490,10428,9264,8833,7880,7635,11081,11140,9112,9593,8002,8014,8440,8422,6316,6756,3786,3970,2628,2666,1814,2260,1048,1598,440,948
  雄县,3099,2455,12434,9963,13720,11624,8271,7111,13696,12631,18078,19041,15174,14518,13600,12720,12105,11902,15854,16343,14053,14351,10583,10148,11225,10727,8173,8173,5298,5205,3696,3418,2485,2846,1250,1898,496,1142
  涿州市,3176,2914,13769,12559,15886,14065,13696,12641,20212,20983,25538,25671,28451,28134,22442,22022,25245,24835,27197,27775,24882,26117,20383,19884,21928,21189,15862,16208,9995,9759,7263,6373,4316,4964,2063,2830,821,1487
  定州市,7453,6675,31530,28983,38599,35131,31629,28580,42589,40288,56870,55729,44744,43447,48180,44971,45159,42664,47738,51467,43198,45977,38559,38502,38102,38101,29322,28203,17745,17137,12219,11969,7644,9269,4181,6654,1855,4119
  安国市,2223,1988,9413,8486,11268,10149,7732,6761,13416,12607,14589,14684,15469,14797,15141,14291,13183,13354,15847,16070,14178,14923,12283,13223,13692,14705,10976,11205,6611,6370,4289,4101,2896,3412,1528,2361,652,1444
  高碑店市,4237,3621,17239,15040,16907,14509,13509,11588,29750,30173,38886,39503,30779,29375,24810,22977,21792,21801,28600,29099,23795,25378,17373,17004,18868,18747,14012,13716,9208,8449,6528,5869,3966,4792,2337,3015,1075,1953
张家口市,20118,19182,103172,98943,117490,111823,113066,107912,145565,143042,164786,162212,126691,127354,134293,135034,182407,185489,220774,210012,203400,191211,174869,156022,165520,153467,118994,103130,82005,70070,72682,65163,47855,45629,22668,23096,9070,11269
  桥东区,837,857,5446,5042,6417,6109,7343,6813,15249,11179,22233,18091,10737,11431,11068,11508,13651,14418,14378,14692,15132,14771,13813,13727,12721,13058,8208,8144,5298,5187,4464,5215,3214,3592,1790,1826,796,917
  桥西区,787,758,4888,4606,5703,5286,6795,6570,12627,14450,10726,11826,9707,10111,9896,9879,12406,13373,13630,13609,13478,12640,11730,11346,10054,10266,6660,6616,4546,4501,3641,4183,2787,3023,1429,1620,794,953
  宣化区,1159,1087,7064,6609,8922,8488,9451,9062,11568,10671,11871,12202,11891,12847,13191,13990,18856,19404,19671,18962,18727,17555,14588,14015,12848,13466,8707,8228,5925,5904,5498,6119,3578,3707,1696,1637,680,725
  下花园区,212,188,1069,988,1253,1159,1353,1196,1554,1534,2165,1965,2015,1974,1902,1730,2573,2462,3242,3083,3619,3205,3226,3008,2673,2473,1584,1658,1260,1214,1282,1288,797,825,364,365,145,161
  宣化县,1352,1318,7773,7446,7270,6894,6158,5717,9200,9363,11491,11616,7739,7098,7744,7170,10893,10442,14325,13619,12374,12136,10837,9651,11343,9933,7717,6043,5521,4376,4824,3767,3167,3014,1414,1513,560,688
  张北县,1446,1418,7066,6907,9023,8819,8445,8444,11896,12530,8916,9629,7422,8305,9706,10281,13268,13511,16442,14851,15695,13837,13152,11528,12507,11267,9487,8921,6088,5593,5868,5387,3610,3232,1470,1528,502,672
  康保县,786,871,3847,3890,5264,5292,5604,5598,6451,6780,6423,6658,4629,4853,5164,5469,8175,8615,11128,10110,10414,9263,9193,8482,8778,8277,6507,6157,4119,3638,3863,3599,2294,2276,892,918,280,418
  沽源县,891,870,3718,3747,4512,4187,4379,4247,5425,5438,6504,6356,4737,4727,5023,5160,7250,6849,9758,8232,8870,7779,8002,7018,7129,7063,4940,4834,2970,2681,2999,2765,1785,1655,797,718,322,282
  尚义县,586,544,2982,2893,3964,3838,4733,4683,4731,5006,3592,3996,3474,3612,3987,4387,7041,7319,7999,7433,7100,6748,6206,5648,6241,6112,4901,4655,3181,2614,3056,2719,1859,1732,783,716,269,299
  蔚县,3046,2774,15903,14823,16311,15015,13211,12080,14786,14496,15465,15486,12387,11968,13661,13456,19716,20125,22806,21540,19186,17160,14604,11373,16333,14170,13297,10149,9331,6673,7118,5538,4662,4209,2437,2690,911,1340
  阳原县,1566,1412,7060,6535,8657,7859,8888,7859,9514,9589,9054,9508,6433,6507,7537,7718,11056,12015,12496,13298,10522,10898,8288,7298,8703,7776,7171,5237,5507,4303,4263,3580,2843,2772,1403,1560,556,845
  怀安县,1018,1062,5462,5578,5608,5527,5333,5244,6042,6293,7567,7817,6462,6469,5510,5675,7969,8403,10621,11112,8913,9946,8786,7475,8176,6909,6408,4749,5084,3828,4024,3198,2567,2579,1124,1229,472,675
  万全县,1062,1091,5362,5691,6113,6052,5729,5665,6772,6438,8562,8121,6054,5755,5960,5908,8258,8698,10857,10259,9037,9808,7809,7516,7874,7370,5876,4534,4401,3326,3705,3201,2593,2532,1220,1316,493,688
  怀来县,1727,1603,8538,8051,9412,8893,8590,8412,11145,11089,15779,15489,11419,11078,12544,12144,14653,14526,17357,17199,16695,15555,14596,12553,12780,11572,8717,7334,5978,5434,5147,4422,3462,3278,1799,1687,783,867
  涿鹿县,1722,1591,8505,8143,8605,8356,8193,7683,9658,9213,13922,12502,11383,10314,11222,10073,14036,12897,17974,15821,16581,15131,14130,11767,13089,11270,9150,7748,6353,5372,5550,4410,3554,3325,1651,1591,666,781
  赤城县,1422,1285,6528,6156,7628,7384,5856,5795,5798,5749,7014,7313,7372,7428,7163,7360,8772,8711,12311,10783,11181,9683,10998,9498,10033,8622,6578,5578,4326,3563,5157,3928,3640,2765,1808,1605,658,720
  崇礼县,499,453,1961,1838,2828,2665,3005,2844,3149,3224,3502,3637,2830,2877,3015,3126,3834,3721,5779,5409,5876,5096,4911,4119,4238,3863,3086,2545,2117,1863,2223,1844,1443,1113,591,577,183,238
承德市,20502,17771,97934,85807,106590,92443,96661,85521,118364,116522,139321,143136,123454,121126,110446,107697,138422,134740,170587,159924,169683,156742,153126,137896,119959,113760,69402,67453,46239,46368,47577,46639,32275,32840,16343,17034,6029,6868
  双桥区,1794,1692,8597,7699,8839,7939,8330,7801,15912,18273,25418,29737,17007,16863,16154,15050,17790,16738,19101,17396,18920,17401,17342,16422,14026,13872,7352,7424,5036,5351,4851,5734,3522,3805,1993,2047,812,857
  双滦区,843,733,3568,3421,3651,3340,3453,3220,5744,5179,6473,5737,6147,5684,5557,5479,7059,6499,7689,6950,7002,6307,5636,5360,4287,4451,2646,2816,1928,2116,1950,1938,1258,1228,533,558,216,222
  鹰手营子矿区,175,176,1022,904,1287,1185,1424,1358,1542,1495,2146,1818,1810,1684,1782,1831,2850,2750,3845,3615,4053,3364,3028,2843,2253,2250,1347,1480,927,1261,1199,1297,818,745,311,290,132,157
  承德县,2317,1979,10548,9400,10624,9554,10055,8709,13050,12157,17082,15204,13280,12487,12222,10978,15865,14607,19569,18053,19765,17762,18918,16754,14673,12980,8335,7493,4670,4814,5321,5148,3949,4164,2198,2260,746,864
  兴隆县,1601,1563,8547,8031,9303,8780,8231,7575,9734,9775,13633,13740,10701,10119,10109,9846,11807,11538,14757,14394,15626,14602,14392,12519,12016,10677,7823,7340,3521,3434,3934,3692,3347,3301,1550,1696,665,811
  平泉县,2456,2116,12598,10658,15186,12581,14310,12477,15396,14986,15674,15199,14793,14000,13765,13236,18532,17933,21518,20560,21199,20690,19715,18358,15332,15061,8765,8846,7020,6642,6339,5984,4004,4407,2232,2540,788,1043
  滦平县,1851,1655,8256,7586,8838,7967,8812,8372,9595,9966,10916,11440,9679,9678,7755,7866,11724,11534,14564,13967,14554,13192,12996,11022,9722,8255,5602,5091,3619,3686,4178,3882,3000,3073,1452,1519,522,600
  隆化县,2675,2287,12252,10621,13631,11040,11713,9378,12209,11500,12014,12529,13307,13758,11237,11326,13875,13851,18550,17369,18013,16584,15969,14467,12630,12162,7148,6962,5555,5394,5628,5338,3197,3146,1723,1748,578,666
  丰宁满族自治县,1964,1732,9791,8850,11319,10302,10923,9999,12638,12489,12397,12770,11233,11454,10788,10789,14314,13991,18603,16794,18029,15828,15521,13250,11685,11364,7535,7277,5114,5126,5459,5138,3791,3500,1883,1835,781,773
  宽城满族自治县,1713,1433,9144,7454,8424,6730,6005,4853,8897,7720,11580,11222,11686,10770,8883,7923,8914,8144,11896,10925,11463,10642,10443,9349,8319,7642,5135,4846,2674,2462,2832,2532,2294,2238,1127,1096,425,469
  围场满族蒙古族自治县,3113,2405,13611,11183,15488,13025,13405,11779,13647,12982,11988,13740,13811,14629,12194,13373,15692,17155,20495,19901,21059,20370,19166,17552,15016,15046,7714,7878,6175,6082,5886,5956,3095,3233,1341,1445,364,406
沧州市,52385,43324,253935,196748,229569,182771,175019,144876,271963,254612,370334,367086,283436,275932,230955,217210,266782,265378,333669,329310,252948,268986,224392,226299,235335,239058,175240,176455,113176,106834,82365,76613,53907,57885,29031,37022,12761,20461
  新华区,1306,1146,5610,4747,6368,5459,6254,5560,7238,6649,9044,9221,9864,10328,10111,9884,11676,11822,11012,11076,8767,8485,7123,7131,6890,7169,5007,5349,3388,3564,2669,2623,1693,1645,835,867,348,413
  运河区,1671,1452,7067,5774,7615,6545,7505,6795,10872,11745,17762,20959,12317,12969,12356,11594,14535,14578,14720,13812,12056,11515,9570,9470,8997,9451,5924,6530,4152,4570,3326,3271,2014,1901,1069,1061,392,542
  沧县,5406,5000,26998,20580,22018,16702,16802,13813,23434,21593,35944,35123,27899,26041,19915,18439,24836,24829,30895,30176,22741,24878,19908,20454,22839,24736,17039,17134,10438,8880,7324,5959,4991,5187,2975,3737,1396,1960
  青县,2711,2332,12584,10412,11418,9324,10086,9024,15748,15031,21275,20367,14981,14095,11103,10220,15086,15338,19518,18862,14583,16373,13928,14786,14047,14792,9965,9714,6832,6137,5153,4294,3254,3069,1883,2006,765,1041
  东光县,2582,2040,10305,8453,10810,9325,7549,6831,13705,13661,17737,17532,12540,12204,11623,10895,14115,13786,18132,17337,12859,13911,11011,11144,13114,13599,9725,9941,5970,5214,4181,3951,2838,3211,1294,1869,548,960
  海兴县,1449,1231,7624,5989,7267,5378,6852,5426,8218,7130,9050,9158,6707,6890,5510,5279,7773,7689,9057,8956,6923,7182,6306,6448,6624,7398,4972,5091,3220,2837,2342,2205,1843,1971,1082,1293,440,728
  盐山县,2540,2275,16836,12781,15505,11868,11137,8765,19252,18141,24919,24785,16257,15659,13309,12053,15517,14827,20485,20370,15165,16000,13565,13076,13816,12826,10347,10028,6611,6274,4486,4291,3398,3541,1849,2236,829,1193
  肃宁县,2726,2404,11208,8961,10211,8369,5598,4868,12861,11446,18628,17952,14983,13764,10781,9824,11707,11681,13910,14218,12166,13085,11786,11041,11422,10995,8765,8512,5851,5545,4240,4253,2574,3072,1349,2043,626,1214
  南皮县,3101,2365,13760,10501,12279,9396,9834,7554,15097,13659,16615,16340,12520,12400,10947,10247,13126,12471,18759,18614,13184,14636,11586,12119,12593,12689,9675,9250,5790,5509,4257,3975,2997,3322,1523,1918,666,958
  吴桥县,1670,1369,6559,5989,7411,7134,6623,6374,9342,9473,11412,11383,9976,9940,9653,9541,10995,10713,14115,13671,11032,11412,10096,9717,11703,11417,8047,8440,5411,5105,3804,3895,2328,2860,1051,1446,472,831
  献县,4265,3626,24886,19036,20684,17008,13568,11761,23580,23254,28095,29706,23958,23315,18889,18108,18072,18242,26653,26584,20079,20994,17652,17675,18169,17893,14240,13907,9241,8785,5841,5519,3969,4677,2136,3020,974,1770
  孟村回族自治县,1376,1305,8511,6209,6973,5365,6613,4856,9439,8300,10195,10224,8428,7810,6388,5504,6974,6302,9119,9030,6685,7446,5967,6435,5996,6126,4581,4342,2843,2754,2083,2042,1533,1763,921,1071,432,630
  泊头巿,3716,3049,22093,17512,18980,15478,13838,11828,20790,20575,28059,28250,23379,23491,20486,19777,24351,24000,27698,28003,20533,21567,18159,17867,19013,19096,14620,15100,9383,9045,6215,5798,3110,3820,1526,2179,614,1310
  任丘市,7601,5625,27299,20705,24515,19881,16018,13793,28656,26684,48019,47815,34777,34175,26776,25352,29096,29583,37136,37388,29122,32788,25579,26008,27163,26743,21251,21036,13592,12866,10845,9745,6637,6595,3406,4331,1457,2397
  黄骅市,3497,3010,18280,13322,18620,12762,19938,13367,26740,20703,31351,25918,19990,19256,16007,15098,22070,21761,25691,24006,18318,19065,16067,17488,16859,19196,12059,13046,8094,7287,6141,5540,4770,4472,2698,3149,1212,1659
