表2-2省自治区直辖市的市按居委会村委会分的人口数,,,,,,,,,
,,,,,,,,,
单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
    中站区,    113 049,    60 232,    52 817,    63 860,    35 166,    28 694,    49 189,    25 066,    24 123
    马村区,    120 244,    66 643,    53 601,    51 915,    32 435,    19 480,    68 329,    34 208,    34 121
    郊区,    154 587,    81 765,    72 822,    103 061,    54 430,    48 631,    51 526,    27 335,    24 191
    济原市,    574 878,    292 001,    282 877,    27 140,    16 272,    10 868,    547 738,    275 729,    272 009
    沁阳市,    399 079,    199 988,    199 091,    75 083,    38 623,    36 460,    323 996,    161 365,    162 631
  濮阳市,    302 077,    156 602,    145 475,    151 582,    81 049,    70 533,    150 495,    75 553,    74 942
    市区,    302 077,    156 602,    145 475,    151 582,    81 049,    70 533,    150 495,    75 553,    74 942
  许昌市,    1 368 850,    706 957,    661 893,    311 552,    163 449,    148 103,    1 057 298,    543 508,    513 790
    魏都区,    295 890,    152 656,    143 234,    212 854,    110 487,    102 367,    83 036,    42 169,    40 867
    禹州市,    1 072 960,    554 301,        518 659,    98 698,    52 962,    45 736,    974 262,    501 339,    472 923
  漯河市,    187 792,    94 175,    93 617,    106 244,    53 030,    53 214,    81 548,    41 145,    40 403
    源汇区,    187 792,94 175,    93 617,    106 244,    53 030,    53 214,    81 548,    41 145,    40 403
  三门峡市,    309 543,    167 141,    142 402,    187 579,    104 480,    83 099,    121 964,    62 661,    59 303
    湖滨区,    198 569,    103 353,    95 216,    112 693,    58 981,    53 712,    85 876,    44 372,    41 504
    义马市,    110 974,    63 788,    47 186,    74 886,    45 499,    29 387,    36 088,    18 289,    17 799
  商丘地区,    244 581,    125 604,    118 977,    164 475,    87 588,    76 887,    80 106,    38 016,    42 090
    商丘市,    244 581,    125 604,    118 977,    164 475,    87 588,    76 887,    80 106,    38 016,    42 090
  周口地区,    245 718,    123 290,    122 428,    128 960,    65 319,    63 641,    116 758,    57 971,    58 787
    周口市,    245 718,    123 290,    122 428,    128 960,    65 319,    63 641,    116 758,    57 971,    58 787
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小汁,    男,    女
  驻马店地区,    249 162,    126 191,    122 971,    119 333,    60 437,    58 896,    129 829,    65 754,    64 075
    驻马店市,    249 162,    126 191,    122 971,    119 333,    60 437,    58 896,    129 829,    65 754,    64 075
  南阳地区,    1 765 656,    919 868,    845 788,    282 149,    149 321,    132 828,    1 483 507,    770 547,    712 960
    南阳市,    374 600,    194 700,    179 900,228 293,    120 912,    107 381,    146 307,    73 788,    72 519
    邓州市,    1 391 056,    725 168,    665 888,    53 856,    28 409,    25 447,    1 337 200,    696 759,    640 441
  信阳地区,    273 175,    139 298,    133 877,    170 026,    85 491,    84 535,103 149,    53 807,    49 342
    信阳市,    273 175,    139 298,    133 877,    170 026,    85 491,    84 535,    103 149,    53 807,    49 342
湖北省,    23 922 392,    12 311 766,    11 610 626,    8 994 470,    4 669 638,    4 324 832,    14 927 922,    7 642 128,    7 285 794
  武汉市,    3 832 536,    2 000 033,    1 832 503,    3 417 482,    1 786 786,    1 630 696,    415 054,    213 247,    201 807
    江岸区,    619 505,    314 389,    305 116,    594 600,    301 694,    292 906,    24 905,    12 695,    12 210
    江汉区,    451 103,    239 388,211 715,    427 294,    226 076,    201 218,    23 809,    13 312,    10 497
    桥口区,    553 615,    283 898,    269 717,    532 077,    272 696,    259 381,    21 538,    11 202,    10 336
    汉阳区,    401 583,    208 579,    193 004,    347 318,    180 398,    166 920,    54 265,    28 181,    26 084
    武昌区,    770 471,    400 041,    370 430,    770 471,    400 041,    370 430,-,-,-
    青山区,    381 607,    200 047,    181 560,    381 607,    200 047,    181 560,-,-,-
    洪山区,    546 781,    299 031,    247 750,    300 037,    173 541,    126 496,    246 744,    125 490,    121 254
    东西湖区,    43 919,    22 099,    21 820,    37 715,    18 951,    18 764,    6 204,    3 148,    3 056
    汉南区,    63 952,    32 561,    31 391,    26 363,    13 342,    13 021,    37 589,    19 219,    18 370
  黄石市,    546 290,    289 608,    256 682,    482 740,    257 552,    225 188,    63 550,    32 056,    31 494
    黄石港区,    152 351,    78 917,    73 434,    152 351,    78 917,    73 434,-,-,-
    石灰窑区,    181 532,    94 900,    86 632,    170 622,    89 429,    81 193,    10 910,    5 471,    5 439
    下陆区,    151 642,    82 975,    68 667,    108 849,    61 375,    47 474,    42 793,    21 600,    21 193
    铁山区,    60 765,    32 816,    27 949,    50 918,    27 831,    23 087,    9 847,    4 985,    4 862
  十堰市,    400 823,    213 371,    187 452,    333 089,    178 195,    154 894,    67 734,    35 176,    32 558
    茅箭区,    172 230,    93 089,    79 141,    155 229,    83 990,    71 239,    17 001,    9 099,    7 902
    张湾区,    228 593,    120 282,    108 311,    177 860,    94 205,    83 655,    50 733,    26 077,    24 656
  沙市市,    360 045,    183 130,    176 915,    301 487,    153 317,148 170,    58 558,    29 813,    28 745
    市辖区,    360 045,    183 130,    176 915,    301 487,    153 317,    148 170,    58 558,    29 813,    28 745
  宜昌市,    492 286,    258 541,    233 745,    412 605,    217 965,    194 640,    79 681,    40 576,    39 105
    西陵区,    314 064,    165 353,    148 711,    293 228,    154 630,    138 598,    20 836,    10 723,    10 113
    伍家岗区,    132 734,    69 487,    63 247,    107 174,    56 549,    50 625,    25 560,    12 938,    12 622
    点军区,    45 488,    23 701,    21 787,    12 203,    6 786,    5 417,    33 285,    16 915,    16 370
  襄樊市,    2 985 978,    1 523 599,    1 462 379,    715 730,    362 142,    353 588,    2 270 248,    1 161 457,    1 108 791
    郊区,    148 553,    75 777,    72 776,    2 723,    1 350,    1 373,    145 830,    74 427,    71 403
    随州市,    1 420 756,    727 139,    693 617,    303 807,    153 468,    150 339,    1 116 949,    573 671,    543 278
    老河口市,    454 362,    229 704,    224 658,    214 436,    107 515,    106 921,    239 926,    122 189,    117 737
    枣阳市,    962 307,    490 979,    471 328,    194 764,    99 809,    94 955,    767 543,    391 170,    376 373
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
  鄂州市,    892 235,    453 858,    438 377,    190 542,    101 378,    89 164,    701 693,    352 480,    349 213
    粱子湖区,    158 168,    81 200,    76 968,    8 570,    4 582,    3 988,    149 598,    76 618,    72 980
    华容区,    249 722,    124 704,    125 018,    9 487,    5 072,    4 415,    240 235,    119 632,    120 603
    鄂城区,    484 345,    247 954,    236 391,    172 485,    91 724,    80 761,    311 860,    156 230,    155 630
  荆门市,    1 017 021,    517 948,    499 073,    236 819,    122 245,    114 574,    780 202,    395 703,    384 499
    东宝区,    413 164,    212 752,    200 412,    164 813,    85 654,    79 159,    248 351,    127 098,    121 253
    沙洋区,    603 857,    305 196,    298 661,    72 006,    36 591,    35 415,    531 851,    268 605,    263 246
  黄冈地区,    1 705 202,    881 083,    824 119,    345 626,    178 894,    166 732,    1 359 576,    702 189,    657 387
    麻城市,    1 056 597,    546 158,    510 439,    140 848,    72 135,    68 713,    915 749,    474 023,    441 726
    武穴市,    648 605,    334 925,    313 680,    204 778,    106 759,    98 019,    443 827,    228 166,    215 661
  孝感地区,    3 213 923,    1 644 099,    1 569 824,    671 921,    346 700,    325 221,    2 542 002,    1 297 399,    1 244 603
    孝感市,    1 255 045,    640 786,    614 259,    193 461,    101 542,    91 919,    1 061 584,    539 244,    522 340
    应城市,    583 805,    299 007,    284 798,    242 873,    124 872,    118 001,    340 932,    174 135,    166 797
    安陆市,    557 742,    283 860,    273 882,    76 409,    40 253,    36 156,    481 333,    243 607,    237 726
    广水市,    817 331,    420 446,    396 885,    159 178,    80 033,    79 145,    658 153,    340 413,    317 740
  成宁地区,    871 605,    449 302,    422 303,    320 602,    166 147,    154 455,    551 003,    283 155,    267 848
    成宁市,    454 971,    235 517,    219 454,    163 411,    84 751,    78 660,    291 560,    150 766,    140 794
    蒲圻市,    416 634,    213 785,    202 849,    157 191,    81 396,    75 795,    259 443,    132 389,    127 054
  荆州地区,    4 836 167,    2 459 485,    2 376 682,    1 043 456,    528 920,    514 536,    3 792 711,    1 930 565,    1 862 146
    仙桃市,    1 361 240,    691 978,    669 262,    297 446,    150 123,    147 323,    1 063 794,    541 855,    521 939
    石首市,    579 415,    296 712,    282 703,    134 962,    67 950,     67 012,    444 453,    228 762,    215 691
    洪湖市,    743 720,    379 892,    363 828,    213 235,      108 379,    104 856,    530 485,    271 513,    258 972
    天门市,1 484 085,    754 226,    729 859,    256 338,    130 973,    125 365,    1 227 747,    623 253,    604 494
    潜江市,    667 707,    336 677,    331 030,    141 475,    71 495,    69 980,    526 232,    265 182,    261 050
  郧阳地区,    460 413,    241 407,    219 006,    111 144,    57 839,    53 305,    349 269,    183 568,    165 701
    丹江口市,    460 413,    241 407,    219 006,    111 144,    57 839,    53 305,    349 269,    183 568,    165 701
  宜昌地区,    831 027,    422 578,    408 449,    248 491,    125 845,    122 646,    582 536,    296 733,    285 803
    枝城市,    384 703,    196 275,    188 428,    141 489,    71 756,    69 733,    243 214,    124 519,    118 695
    当阳市,    446 324,    226 303,    220 021,    107 002,    54 089,    52 913,    339 322,    172 214,    167 108
  鄂西土家族苗族自治州,    1 476 841,    773 724,    703 117,    162 736,    85 713,    77 023,    1 314 105,    688 011,    626 094
    恩施市,    712 574,    372 886,    339 688,    91 151,    48 423,    42 728,    621 423,    324 463,    296 960
    利川市,    764 267,    400 838,    363 429,    71 585,    37 290,    34 295,    692 682,    363 548,    329 134
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
湖南省,    14 649 758,    7 605 003,    7 044 755,    5 170 559,    2 729 455,    2 441 104,    9 479 199,    4 875 548,    4 603 651
  长沙市,    1 328 950,    696 411,    632 539,    1 089 171,    572 032,    517 139,    239 779,    124 379,    115 400
    东区,    193 161,    97 626,    95 535,    193 161,    97 626,    95 535,-,-,-
    南区,    428 986,    229 135,    199 851,    428 986,    229 135,    199 851,-,-,-
    西区,    244 343,    131 593,    112 750,    244 343,    131 593,    112 750,-,-,-
    北区,    222 681,    113 678,    109 003,    222 681,    113 678,    109 003,-,-,-
    郊区,    239 779,    124 379,    115 400,-,-,-,    239 779,    124 379,    115 400
  株洲市,    1 521 879,    791 260,    730 619,    523 440,    278 000,    245 440,    998 439,    513 260,    485 179
    东区,    150 866,    80 129,    70 737,    150 866,    80 129,    70 737,-,-,-
    北区,    138 992,    74 888,    64 104,    138 992,    74 888,    64 104,-,-,-
    南区,    115 357,    60 646,    54 711,    115 357,    60 646,    54 711,-,-,-
    郊区,    180 038,    91 369,    88 669,    24 643,    12 519,    12 124,    155 395,    78 850,    76 545
    醴陵市,    936 626,    484 228,    452 398,    93 582,    49 818,    43 764,    843 044,    434 410,    408 634
  湘潭市,    1 531 117,    788 635,    742 482,    540 466,    284 687,    255 779,    990 651,    503 948,    486 703
    雨湖区,    120 444,    63 234,    57 210,    120 444,    63 234,    57 210,-,-,-
    湘江区,    121 773,    64 232,    57 541,    121 773,    64 232,    57 541,-,-,-
    岳塘区,    121 463,    64 286,    57 177,    121 463,    64 286,    57 177,-,-,-
    板塘区,73 748,    38 476,    35 272,    73 748,    38 476,    35 272,-,-,-
    郊区,    144 341,    73 220,    71 121,-,-,-,    144 341,    73 220,    71 121
    韶山区,    96 559,    49 106,    47 453,    9 311,    4 924,    4 387,    87 248,    44 182,    43 066
    湘乡市,    852 789,    436 081,    416 708,    93 727,    49 535,    44 192,    759 062,    386 546,    372 516
  衡阳市,    1 814 936,    949 654,    865 282,    630 246,    333 326,    296 920,    1 184 690,    616 328,    568 362
    江东区,    155 582,    81 115,    74 467,    155 582,    81 115,    74 467,-,-,-
    城南区,    166 168,    86 406,    79 762,    166 168,    86 406,    79 762,-,-,-
    城北区,    163 109,    86 144,    76 965,    163 109,    86 144,    76 965,-,-,-
    郊区,    175 978,    90 102,    85 876,    9 121,    5 527,    3 594,    166 857,    84 575,    82 282
    南岳区,    41 629,    21 396,    20 233,    9 745,    5 018,    4 727,    31 884,    16 378,    15 506
    未阳市,    1 112 470,    584 491,    527 979,    126 521,    69 116,    57 405,    985 949,    515 375,    470 574
  邵阳市,    522 725,    267 648,    255 077,    252 277,    130 805,    121 472,    270 448,    136 843,    133 605
    东区,    144 761,    74 984,    69 777,    144 761,    74 984,    69 777,-,-,-
    西区,    107 516,    55 821,    51 695,    107 516,    55 821,    51 695,-,-,-
    郊区,    270 448,    136 843,    133 605,-,-,-,    270 448,    136 843,    133 605
  岳阳市,    1 077 721,    564 456,    513 265,    350 612,    187 531,    163 081,    727 109,    376 925,    350 184
    南区,    228 069,118 733,    109 336,    228 069,    118 733,    109 336,-,-,-
    北区,    145 888,    76 042,    69 846,    63 377,    34 077,    29 300,    82 511,    41 965,    40 546
    郊区,    99 879,    56 535,    43 344,    13 119,    11 705,    1 414,    86 760,    44 830,    41 930
    泪罗市,    603 885,    313 146,    290 739,    46 047,    23 016,    23 031,    557 838,    290 130,    267 708
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
  常德市,    1 409 748,    724 306,    685 442,    354 976,    184 128,    170 848,    1 054 772,    540 178,    514 594
    武陵区,    266 772,    138 176,    128 596,    217 310,    113 564,    103 746,    49 462,    24 612,    24 850
    鼎城区,    913 368,    468 542,    444 826,    57 885,    29 828,    28 057,    855 483,    438 714,    416 769
    津市市,    229 608,    117 588,    112 020,    79 781,    40 736,    39 045,    149 827,    76 852,    72 975
  大庸市,    408 466,    211 879,    196 587,    91 488,    47 417,    44 071,    316 978,    164 462,    152 516
    永定区,    369 151,    191 089,    178 062,    88 224,    45 667,    42 557,    280 927,    145 422,    135 505
    武陵源区,    39 315,    20 790,    18 525,    3 264,    1 750,    1 514,    36 051,    19 040,    17 011
  益阳地区,    1 061 968,    546 499,    515 469,    271 500,    139 025,    132 475,    790 468,    407 474,    382 994
    益阳市,    417 667,    214 043,    203 624,    190 680,    96 978,    93 702,    226 987,    117 065,    109 922
    沅江市,    644 301,    332 456,    311 845,    80 820,    42 047,    38 773,    563 481,    290 409,    273 072
  娄底地区,    1 623 455,    841 148,    782 307,    337 645,    184 926,    152 719,    1 285 810,    656 222,    629 588
    娄底市,    300 428,    157 755,    142 673,    113 155,    62 950,    50 205,    187 273,    94 805,    92 468
    冷水江市,    316 362,      164 474,    151 888,    119 227,    65 214,    54 013,    197 135,    99 260,    97 875
    涟源市,    1 006 665,    518 919,    487 746,    105 263,    56 762,    48 501,    901 402,    462 157,    439 245
  郴州地区,    594 730,    312 175,    282 555,    283 901,    151 131,    132 770,    310 829,    161 044,    149 785
    郴州市,    233 917,    123 013,    110 904,    178 063,    94 161,    83 902,    55 854,    28 852,    27 002
    资兴市,    360 813,    189 162,    171 651,    105 838,    56 970,    48 868,    254 975,    132 192,    122 783
  零陵地区,    945 648,    491 685,    453 963,    175 484,    93 779,    81 705,    770 164,    397 906,    372 258
    永州市,    541 964,    281 695,    260 269,    84 170,    45 162,    39 008,    457 794,    236 533,    221 261
    冷水滩市,    403 684,    209 990,    193 694,    91 314,    48 617,    42 697,    312 370,    161 373,    150 997
  怀化地区,    577 794,    299 336,    278 458,    182 873,    97 005,    85 868,    394 921,    202 331,    192 590
    怀化市,    488 343,    254 085,    234 258,    127 910,    69 399,    58 511,    360 433,    184 686,    175 747
    洪江市,    89 451,    45 251,    44 200,    54 963,    27 606,    27 357,    34 488,    17 645,    16 843
  湘西土家族苗族自治州,    230 621,    119 911,    110 710,    86 480,    45 663,    40 817,    144 141,    74 248,    69 893
    吉首市,    230 621,    119 911,    110 710,    86 480,    45 663,    40 817,    144 141,    74 248,    69 893
广东省,    16 455 007,    8 405 806,    8 049 201,    8 914 065,    4 616 312,    4 297 753,    7 540 942,    3 789 494,    3 751 448
  广州市,    3 918 010,    2 041 034,    1 876 976,    3 072 626,    1 618 249,    1 454 377,    845 384,    422 785,    422 599
    东山区,    545 136,    280 444,    264 692,    545 136,    280 444,    264 692,-,-,-
    荔湾区,    552 121,    280 287,    271 834,    552 121,    280 287,    271 834,-,-,-
    越秀区,    436 684,    219 721,    216 963,    436 684,    219 721,    216 963,-,-,-
    海珠区,    776 679,    407 852,    368 827,    712 212,    376 132,    336 085,    64 462,    31 720,    32 742
    天河区,    425 262,    235 822,    189 440,    340 165,    190 878,    149 287,    85 097,    44 944,    40 153
    芳村区,    167 803,    89 187,    78 616,    130 583,    70 545,    60 038,    37 220,    18 642,    18 578
    白云区,    823 053,    421 469,    401 584,    237 870,    131 564,    106 306,    585 183,    289 905,    295 278
    黄埔区,    191 272,    106 252,    85 020,    117 850,    68 678,    49 172,    73 422,    37 574,    35 848
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
  省、自治区、直辖市的市按居委会、村委会分的人口数(续26),,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
  韶关市,    315 487,    165 762,    149 725,    237 230,    124 518,    112 712,    78 257,    41 244,    37 013
    北江区,    85 221,    45 491,    39 730,    76 266,    40 908,    35 358,    8 955,    4 583,    4 372
    武江区,    137 366,    71 135,    66 231,    103 069,    53 236,    49 833,    34 297,    17 899,    16 398
    浈江区,    92 900,    49 136,    43 764,    57 895,    30 374,    27 521,    35 005,    18 762,    16 243
  深圳市,    875 176,    466 134,    409 042,    875 176,    466 134,    409 042,-,-,-
    沙头角区,    46 153,    21 195,    24 958,    46 153,    21 195,    24 958,-,-,-
    罗湖区,    370 352,    198 577,    171 775,    370 352,    198 577,    171 775,-,-,-
    上步区,    274 488,    150 038,    124 450,    274 488,    150 038,    124 450,-,-,-
    南头区,    125 460,    64 444,    61 016,    125 460,    64 444,    61 016,-,-,-
    蛇口区,    58 723,      31 880,    26 843,    58 723,    31 880,    26 843,-,-,-
  珠海市,    331 065,    170 951,    160 114,    219 819,    113 945,    105 874,    111 246,    57 006,    54 240
    香洲区,    331 065,    170 951,    160 114,    219 819,    113 945,    105 874,    111 246,    57 006,    54 240
  汕头市,    884 543,    448 899,    435 644,    724 355,    367 747,    356 608,    160 188,    81 152,    79 036
    同平区,    106 612,    54 008,    52 604,    106 612,    54 008,    52 604,-,-,-
    安平区,    88 347,    46 426,    41 921,    88 347,    46 426,    41 921,-,-,-
    公园区,    127 100,    63 753,    63 347,    127 100,    63 753,    63 347,-,-,-
    金砂区,    206 626,    103 902,    102 724,    206 626,    103 902,    102 724,-,-,-
    达濠区,    125 314,    62 505,    62 809,    100 186,    49 981,    50 205,    25 128,    12 524,    12 604
    郊区,    166 465,    85 427,    81 038,    55 646,    28 973,    26 673,    110 819,    56 454,    54 365
    汕头经济特区,    64 079,    32 878,    31 201,    39 838,    20 704,    19 134,    24 241,    12 174,    12 067
  佛山市,    429 410,    220 417,    208 993,    323 287,    165 689,    157 598,    106 123,    54 728,    51 395
    城区,    259 132,    131 354,    127 778,    259 132,    131 354,    127 778,-,-,-
    石湾区,    170 278,    89 063,    81 215,    64 155,    34 335,    29 820,    106 123,    54 728,    51 395
  江门市,    284 935,    145 108,    139 827,    190 398,    97 824,    92 574,    94 537,    47 284,    47 253
    城区,    177 453,    91 591,    85 862,    177 453,    91 591,    85 862,-,-,-
    郊区,    107 482,    53 517,    53 965,    12 945,    6 233,    6 712,    94 537,    47 284,    47 253
  湛江市,    1 048 720,    548 509,    500 211,    485 833,    254 139,    231 694,    562 887,    294 370,    268 517
    赤坎区,    173 742,    90 139,    83 603,    173 742,    90 139,    83 603,-,-,-
    霞山区,    260 967,    137 097,    123 870,    208 026,    109 495,    98 531,    52 941,    27 602,    25 339
    坡头区,    272 000,      141 126,    130 874,    51 707,    26 726,    24 981,    220 293,    114 400,    105 893
    郊区,    342 011,    180 147,    161 864,    52 358,    27 779,    24 579,    289 653,    152 368,    137 285
  茂名市,    532 715,    276 517,    256 198,    173 414,    94 490,    78 924,    359 301,    182 027,    177 274
    茂南区,    532 715,    276 517,    256 198,    173 414,    94 490,    78 924,    359 301,    182 027,    177 274
  肇庆市,    348 857,    177 629,    171 228,    247 256,    128 618,    118 638,    101 601,    49 011,    52 590
    端州区,    235 663,    122 269,    113 394,    235 663,    122 269,    113 394,-,-,-
    鼎湖区,    113 194,    55 360,    57 834,    11 593,    6 349,    5 244,    101 601,    49 011,    52 590
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
  省、自治区、直辖市的市按居委会、村委会分的人口数(续27),,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
  惠州市,    274 689,    137 006,    137 683,    204 454,    101 625,    102 829,    70 235,    35 381,    34 854
    惠城区,    274 689,    137 006,    137 683,    204 454,    101 625,    102 829,    70 235,    35 381,    34 854
  梅州市,    232 098,    119 947,    112 151,    101 821,    52 993,    48 828,    130 277,    66 954,    63 323
    梅江区,    232 098,    119 947,    112 151,    101 821,    52 993,    48 828,    130 277,    66 954,    63 323
  汕尾市,    344 348,    179 185,    165 163,    169 985,    88 627,    81 358,    174 363,    90 558,    83 805
    城区,    344 348,    179 185,    165 163,    169 985,    88 627,    81 358,    174 363,    90 558,    83 805
  河源市,    544 846,    281 187,    263 659,    99 463,    52 368,    47 095,    445 383,    228 819,    216 564
    源城区,    141 027,    72 821,    68 206,    78 021,    40 469,    37 552,    63 006,    32 352,    30 654
    郊区,    403 819,    208 366,    195 453,    21 442,    11 899,    9 543,    382 377,    196 467,    185 910
  阳江市,    869 242,    447 896,    421 346,    341 985,    175 124,    166 861,    527 257,    272 772,    254 485
    江城区,    258 826,    131 082,    127 744,    258 826,    131 082,    127 744,-,-,-
    阳东区,    610 416,    316 814,    293 602,    83 159,    44 042,    39 117,    527 257,    272 772,    254 485
  清远市,    962 955,    488 174,    474 781,    167 892,    87 662,    80 230,    795 063,    400 512,    394 551
    清城区,    408 165,    204 083,    204 082,    126 683,    64 181,    62 502,    281 482,    139 902,    141 580
    清郊区,    554 790,    284 091,    270 699,    41 209,    23 481,    17 728,    513 581,    260 610,    252 971
  东莞市,    1 736 869,    819 221,    917 648,    552 328,    259 313,    293 015,    1 184 541,    559 908,      624 633
    东莞市,    1 736 869,    819 221,    917 648,    552 328,    259 313,    293 015,    1 184 541,    559 908,    624 633
  中山市,    1 227 535,    615 884,    611 651,    393 353,    195 996,    197 357,    834 182,    419 888,    414 294
    中山市,    1 227 535,    615 884,    611 651,    393 353,    195 996,    197 357,    834 182,    419 888,    414 294
  省直辖行政单位,    1 293 507,    656 346,    637 161,    333 390,    171 251,    162 139,    960 117,    485 095,    475 022
    潮州市,    1 293 507,    656 346,    637 161,    333 390,    171 251,    162 139,    960 117,    485 095,    475 022
广西壮族自治区,    7 447 809,    3 916 071,    3 531 738,    2 700 137,    1 417 517,    1 282 620,    4 747 672,    2 498 554,    2 249 118
  南宁市,    1 159 099,    608 260,    550 839,    759 097,    401 740,    357 357,    400 002,    206 520,    193 482
    兴宁区,    108 642,    55 856,    52 786,    108 642,    55 856,    52 786,-,-,-
    新城区,    219 005,    114 131,    104 874,    219 005,    114 131,    104 874,-,-,-
    城北区,    217 555,    118 495,    99 060,    217 555,    118 495,    99 060,-,-,-
    江南区,    109 119,    59 603,    49 516,    109 119,    59 603,    49 516,-,-,-
    永新区,    102 804,    52 531,    50 273,    102 804,    52 531,    50 273,-,-,-
    市郊区,    401 974,    207 644,    194 330,    1 972,    1 124,    848,    400 002,    206 520,    193 482
  柳州市,    751 311,    388 579,    362 732,    636 828,    328 118,    308 710,    114 483,    60 461,    54 022
    城中区,    72 821,    36 344,    36 477,    72 821,    36 344,    36 477,-,-,-
    鱼峰区,    187 393,    96 596,    90 797,    187 393,    96 596,    90 797,-,-,-
    柳南区,    195 505,    101 913,    93 592,    195 505,    101 913,    93 592,-,-,-
    柳北区,    164 116,    83 699,    80 417,    164 116,    83 699,    80 417,-,-,-
    市郊区,    131 476,    70 027,    61 449,    16 993,    9 566,    7 427,    114 483,    60 461,    54 022
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
  桂林市,    557 346,    289 130,    268 216,    399 639,    207 252,    192 387,    157 707,    81 878,    75 829
    秀峰区,    67 498,    33 863,    33 635,    67 498,    33 863,    33 635,-,-,-
    叠彩区,    94 438,    49 498,    44 940,    94 438,    49 498,    44 940,-,-,-
    象山区,    152 588,    77 404,    75 184,    152 588,    77 404,    75 184,-,-,-
    七星区,    79 965,    43 708,    36 257,    79 965,    43 708,    36 257,-,-,-
    市郊区,    162 857,    84 657,    78 200,    5 150,    2 779,    2 371,    157 707,   81 878,    75 829
  梧州市,    298 915,    152 592,    146 323,    225 251,    117 562,    107 689,    73 664,    35 030,    38 634
    白云区,    77 668,    40 636,    37 032,    77 668,    40 636,    37 032,-,-,-
    万秀区,    53 745,    27 226,    26 519,    53 745,    27 226,    26 519,-,-,-
    蝶山区,    93 838,    49 700,    44 138,    93 838,    49 700,    44 138,-,-,-
    市郊区,    73 664,    35 030,    38 634,-,-,-,    73 664,    35 030,    38 634
  北海市,    229 907,    119 271,    110 636,    156 002,    81 088,    74 914,    73 905,    38 183,    35 722
    海城区,    119 053,    62 112,    56 941,    119 053,    62 112,    56 941,-,-,-
    市郊区,    110 854,    57 159,    53 695,    36 949,    18 976,    17 973,    73 905,    38 183,    35 722
  南宁地区,    87 952,    44 875,    43 077,    15 222,    7 996,    7 226,    72 730,    36 879,    35 851
    凭祥市,    87 952,    44 875,    43 077,    15 222,    7 996,    7 226,    72 730,    36 879,    35 851
  柳州地区,    82 858,    42 280,    40 578,    9 046,    4 869,    4 177,    73 812,    37 411,    36 401
    合山市,    82 858,    42 280,    40 578,    9 046,    4 869,    4 177,    73 812,    37 411,    36 401
  玉林地区,    2 700 801,    1 420 868,    1 279 933,    211 858,    115 064,    96 794,    2 488 943,    1 305 804,    1 183 139
    玉林市,    1 323 410,    709 550,    613 860,    139 865,    76 197,    63 668,    1 183 545,    633 353,    550 192
    贵港市,    1 377 391,    711 318,    666 073,    71 993,    38 867,    33 126,    1 305 398,    672 451,    632 947
  百色地区,    297 377,    154 079,    143 298,    80 742,    42 825,    37 917,    216 635,    111 254,    105 381
    百色市,    297 377,        154 079,    143 298,    80 742,    42 825,    37 917,    216 635,    111 254,    105 381
  河池地区,    289 844,    150 507,    139 337,    88 419,    47 713,    40 706,    201 425,    102 794,    98 631
    河池市,    289 844,    150 507,    139 337,    88 419,    47 713,    40 706,    201 425,    102 794,    98 631
  钦州地区,    992 399,    545 630,446 769,    118 033,    63 290,    54 743,    874 366,    482 340,    392 026
    钦州市,    992 399,    545 630,    446 769,    118 033,    63 290,    54 743,    874 366,    482 340,    392 026
海南省,    803 202,    421 543,    381 659,    484 062,    259 207,    224 855,    319 140,    162 336,    156 804
