,,,,,,,,,,,,,,,,,,
表7-9全国各职业大类人口分年龄、性别的婚姻状况,,,,,,,,,,,,,,,表7-9全国各职业大类人口分年龄、性别的婚姻状况(续16),,,
,,,,,,,,,,,,,,,    单位：人,,,
单位：人,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,    职业和,    离婚,,
    职业和,    合计,,,    未婚,,,    有配偶,,,    丧偶,,,,,    年龄别,,,
    年龄别,,,,,,,,,,,,,,,,    小计,    男,    女
,  合计,    男,    女,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,,,总计,    3 904 193,    2 900 789,    1 003 404
    51,    562 147,    377 922,    184 225,    3 102,    2 490,    612,    541 992,        367 603,    174 389,     13 022,    5 472,    7 550,,,    53,    3 587,    2 230,    1 357
    52,    540 418,    377 740,    162 678,    3 085,    2 524,    561,    519 904,    366 705,    153 199,    13 547,    6 102,    7 445,,,    54,    3 375,    2171,    1204
    53,    485 184,    346 427,    138 757,    3 003,    2 408,    595,    465 538,    335 786,    129 752,    13 056,    6 003,    7 053,,,  55—59岁,    10 318,    8 259,    2 059
    54,  432 683,    316 072,    116 611,    2 814,    2 305,    509,    413 602,    305 524,    108 078,    12 892,    6 072,    6 820,,,    55,    2 731,    1 990,    741
  55-59岁,  1 202 782,    1 042 337,    160 445,    10 753,    9 303,    1 450,    1 140 073,    996 322,    143 751,    41 638,    28 453,    13 185,,,    56,    2 326,    1 840,    486
    55,    337 157,    271 737,    65 420,    2 524,    2 139,    385,    321 488,    261 518,    59 970,    10 414,    6 090,    4 324,,,    57,    1 986,    1 621,    365
    56,    280 204,    242 332,    37 872,    2 273,    2 013,    260,    266 533,    232 423,    34110,    9 072,    6 056,    3 016,,,    58,    1 678,    1 435,    243
    57,    235 746,    209 528,    26 218,    2 128,    1 870,    258,223544,    200 273,    23 271,    8 088,    5 764,    2 324,,,    59,    1 597,    1 373,    224
    58,    190 173,    172 451,    17 722,    2 001,    1 728,    273,    179 217,    163 926,    15 291,    7 277,    5 362,    1 915,,,  60-64岁,    3 843,    3 128,    715
    59,    159 502,    146 289,    13 213,    1 827,    1 553,    274,    149 291,    138 182,    11 109,    6 787,    5 181,    1 606,,,    60,    1 139,    922,    217
  60—64岁,    328 834,    296 860,    31 974,    7 387,    5 951,    1 436,    295 800,    271 659,    24 141,    21 804,    16 122,    5 682,,,    61,    841,    709,    132
    60,    110 487,    100 080,    10 407,    1 771,    1 489,    282,    101 779,    93 378,    8 401,    5 798,    4 291,    1 507,,,    62,    780,    624,    156
    61,    71 700,    64 305,    7 395,    1 432,    1 146,    286,    64 986,    59 240,    5 746,    4 441,    3 210,    1 231,,,    63,    532,    431,    101
    62,    60 593,    54 612,    5 981,    1 492,    1 205,    287,    54 016,    49 626,    4 390,    4 305,    3 157,    1 148,,,    64,    551,    442,    109
    63,    46 723,    42 243,    4 480,    1 374,    1 076,    298,    41 075,    37 939,    3 136,    3 742,    2 797,    945,,,  65岁及以上,        2 510,    2 041,    469
    64,    39 331,    35 620,    3 711,    1 318,    1 035,    283,    33 944,    31 476,    2 468,    3 518,    2 667,    851,,,国家机关党群组织、企事业单位负责人,    42 506,    30 315,    12 191
  65岁及以上,    175 311,    157 543,    17 768,    13 282,    8 974,    4 308,    131 892,    125 188,    6 704,    27 627,    21 340,    6 287,,,  15—19岁,    3,-,    3
国家机关党群组织、企事业单位负责人,  11 328 317,  10 024 495,    1 303 822,    191 466,    150 001,    41 465,    10 994 271,    9 779 858,    1 214 413,    100 074,    64 321,    35 753,,,    15,-,-,-
  15-19岁,    10 430,    7 079,    3 351,    9 658,    6 456,    3 202,    766,    622,    144,    3,    1,     2,,,    16,-,-,-
    15,    133,    98,    35,    98,    64,    34,    35,    34,    1,     -,   -,   -,,,    17,-,-,-
    16,    463,    332,    131,    388,    263,    125,    73,    68,    5,    2,    1,    1,,,    18,-,-,-
