表7—7  全国镇15岁及15岁以上人口分年龄和文化程度的婚姻状况(第二口径),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,表7-7全国镇15岁及15岁以上人口分年龄和文化程度的,,,
        单位：人,,,,,,,,,,,,,,,    婚姻状况(第二口径)(续13)单位：人,,,
,,,,,,,,,,,,,,,,,,
    文化程度,    合计,,,    未婚,,,    有配偶,,,    丧偶,,,,,    文化程度,    离婚,,
    和年龄别,,,,,,,,,,,,,,,    和年龄别,,,
,  合计,    男,    女,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,,,,    小计,    男,    女
    22,    247 265,    118 904,    128 361,    123 790,    76 416,    47 374,    122 176,    41 912,    80 264,    221,    86,    135,,,    21,    847,    363,    484
    23,    228 792,    108 672,    120 120,    83 486,    55 742,    27 744,    143 785,    52 171,    91 614,    240,    97,    143,,,    22,    1 078,    490,    588
    24,    243 200,    1 14 291,    128 909,    64 988,    46 117,    18 871,    176 261,    67 165,    109 096,    311,    106,    205,,,    23,    1 281,    662,    619
  25—29岁,    944 903,    415 771,    529 132,    1 16 300,    92 338,    23 962,    816 604,    317 032,    499 572,    2 475,    849,    1 626,,,    24,    1 640,    903,    737
    25,    224 811,    103 355,    121 456,    43 217,    32 498,    10 719,    179 272,    69 690,    109 582,    398,    128,    270,,,  25—29岁,    9 524,    5 552,    3 972
    26,    216 235,    97 646,    118 589,    29 965,    23 909,    6 056,    183 642,    72 303,    11 1 339,    533,    201,    332,,,    25,    1 924,    1 039,    885
    27,    229 557,    99 665,    129 892,    23 219,    19 109,    4 110,    203 404,    78 970,    124 434,    628,    216,    412,,,    26,    2 095,    1 233,    862
    28,    150 728,    62 813,    87 915,    12 054,    10 091,    1 963,    136 493,    51 546,    84 947,    506,    181,    325,,,    27,    2 306,    1 370,    936
    29,    123 572,    52 292,    71 280,    7 845,    6 731,    1 114,    113 793,    44 523,    69 270,    410,    123,    287,,,    28,    1 675,    995,    680
  30-34岁,    1 292 642,    560 941,    731 701,    41 837,    38 029,    3 808,    1 230 355,    512 272,    718 083,    6 473,    2 068,    4 405,,,    29,    1 524,    915,    609
    30,    178 559,    77 963,    100 596,    8 846,    7 892,    954,    166 777,    68 438,    98 339,    685,    240,    445,,,  30—34岁,    13 977,    8 572,    5 405
    31,    203 124,    89 244,    113 880,    8 222,    7 436,    786,    191 614,    80 004,    111 610,    906,    316,    590,,,    30,    2 251,    1 393,    858
    32,    289 460,    126 271,    163 189,    9 466,    8 677,    789,    275 395,    1 15 162,    160 233,    1 374,    465,    909,,,    31,    2 382,    1 488,    894
    33,    297 334,    127 119,    170 215,    7 928,    7 249,    679,    284 857,    117 611,    167 246,    1 575,    470,    1 105,,,    32,    3 225,    1 967,    1 258
    34,    324 165,    140 344,    183 821,    7 375,    6 775,    600,    311 712,    131 057,    180 655,    1 933,    577,    1 356,,,    33,    2 974,    1 789,    1 185
,,,,,,,,,,,,,,,    34,    3 145,    1 935,    1 210
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
    单位：人,,,,,,,,,,,,,,,表7-7全国镇15岁及15岁以上人口分年龄和文化程度的,,,
