表3-33全国各民族分年龄的死亡人口数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  67,    150 231,    89 619,    60 612,    147.86,    140 037,    83 879,    56 158,    149.36,    632,    383,240,    153.82,    803,    462,    341,    135.48,,,  66,    632,    306,    326,    93.87,    571,    342,    229,    149.34,    724,    414,    310,  133.55,    874,    427,    447,    95.53,    1 429,    800,    629,  127.19,,,  67,    327,    177,    150,    118.00,    342,    181,    161,    112.42,    1 063,    668,    395,  169.11,    226,    138,    88,  156.82,    201,    125,    76,  164.47,,,  66,    177,    101,    76,    132.89,    650,    381,    269,    141.64,    170,    103,    67,  153.73,    116,    67,    49,  136.73,    141,    68,    73,    93.15,,,  67,    106,    60,    46,  130.43,    99,    54,    45,    120．00,    51,    29,    22,  131.82,    75,    53,    22,  240.91,-,-,-,-,,,  66,    52,    30,    22,    136.36,    35,    22,    1 3,  169.23,    11,    5,    6,  83.33,    28,    15,    13,  115.38,    21,    11,    10,  110.00,,,  67,    17,    12,    5,    240．00,    24,    14,    10,    140.00,    15,    11,    4,  275.00,    8,    5,    3,  166.67,    14,    7,    7,  100.00,,,  67,    17,    10,    7,  142.86,    12,    7,    5,  140.00,    4,    4,   -,-,    30,    19,    11,  172.73,    17,    10,    7, 142.86,,,  66,    4,    2,    2,    100.00,    2,    1,    1,  100.00,    1,-,    1,-,    1,    1,-,-,    2,    2,-,-,,,  67,    1,    1,-,-,    3,    1,    2,    50.00,    4,    3,    1, 300.00,    3,    2,    1, 200.00,    2,    2,-,-,,,  67,-,-,-,-,-,-,-,-,    3,    1,    2,  50.00,    2,    2,-,-,-,-,-,-,,
  68,    160 360,    94 899,    65 461,    144.97,    149 510,      88 803,    60 707,    146.28,    604,    372,    232,    160.34,    854,    489,    365,    133.97,,,  67,    655,    331,    324,    102.16,    661,    403,    258,    156.20,    705,    375,    330,  113.64,    906,    469,    437,  107.32,    1 612,    875,    737,  118.72,,,  68,    388,    223,    165,    135.15,    368,    227,    141,    160.99,    1 155,    718,    437,  164.30,    262,    160,    102,  156.86,    209,    118,    91,  129.67,,,  67,    238,    147,    91,    161.54,    648,    341,    307,    111.07,    182,    99,    83,  119.28,    99,    62,    37,  167.57,    141,    81,    60,  135.00,,,  68,    125,    62,    63,    98.41,    82,    34,    48,    70.83,    55,    30,    25,  120.00,    79,    49,    30,  163.33,-,-,-,-,,,  67,    58,    22,    36,    61．11,    29,    11,    18,    61.11,    21,    8,    13,  61.54,    32,    17,    15,  113.33,    16,    7,    9,  77.78,,,  68,    13,    8,    5,    160.00,    17,    5,    12,    41.67,    20,    13,    7,  185.71,    13,    5,    8,    62.50,    26,    14,    12,  116.67,,,  68,    14,    10,    4,  250.00,    2,-,    2,-,    10,    7,    3, 233.33,    33,    19,    14,  135.71,    10,    8,    2, 400.00,,,  67,    3,    2,    1,    200.00,    3,    2,    1,  200.00,    5,    3,    2, 150.00,    4,    2,    2, 100.00,-,-,-,-,,,  68,    1,-,    1,-,-,-,-,-,    1,    1,-,-,-,-,-,-,    1,    1,-,-,,,  68,    1,-,    1,-,-,-,-,-,    1,    1,-,-,-,-,-,-,-,-,-,-,,
  69,    176 491,    102 450,    74 041,    138.37,    163 571,    95 320,    68 251,    139.66,    646,    377,    269,    140.15,    965,    548,    417,    131.41,,,  68,    607,    311,    296,    105.07,    645,    372,    273,    136.26,    824,    450,    374,  120.32,    965,    476,    489,  97.34,    1 893,    1 071,    822,  130.29,,,  69,    371,    196,    175,    112.00,    396,    239,    157,    152.23,    1 083,    705,    378,  186.51,    276,    161,    115,  140.00,    280,    157,    123,  127.64,,,  68,    247,    131,    1 16,    112.93,    658,    361,    297,    121.55,    158,    78,    80,    97.50,    107,    69,    38,  181.58,    144,    86,    58,  148.28,,,  69,    163,    88,    75,    117.33,    90,    43,    47,    91.49,    67,    37,    30,  123.33,    79,    45,    34,  132.35,-,-,-,-,,,  68,    58,    28,    30,    93.33,    31,    1 5,    16,    93.75,    18,    7,    11,  63.64,    50,    22,    28,  78.57,    12,    2,    10,  20.00,,,  69,    28,    14,    14,    100.00,    23,    13,    10,    130.00,    12,    7,    5,  140.00,    13,    6,    7,    85.71,    29,    15,    14,  107.14,,,  69,    15,    9,    6,  150.00,    8,    4,      4,  100.00,    8,    4,    4, 100.00,    41,    24,    17,  141.18,    14,    10,    4, 250.00,,,  68,    5,    3,    2,    150.00,    8,    3,    5,    60.00,    3,    2,    1, 200.00,    4,    2,    2, 100.00,-,-,-,-,,,  69,-,-,-,-,    2,    2,-,-,    4,    3,    1, 300.00,    2,-,    2,-,    2,-,    2,-,,,  69,    1,-,    1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
70-74岁,    886 707,    494 873,    391 834,    126.30,    827 679,    463 181,  364 498,    127.07,    2 933,    1 753,    1 180,    148.56,    4 900,    2 707,    2 193,    123.44,,,  69,    677,    331,    346,    95.66,    1 858,    1 018,    840,    121.19,    872,    470,    402,  116.92,    938,    466,    472,  98.73,    2 234,    1 206,    1 028,  117.32,,,70-74岁,    2 105,    1032,    1 073,    96.18,    1 839,    957,    882,    108.50,    5 308,    3 277,    2 031,  161.35,    1 581,    919,    662,  138.82,    1 222,    698,    524,  133.21,,,  69,    247,    118,    129,    91.47,    773,    430,    343,    125.36,    167,    91,    76,  119.74,    91,    53,    38,  139.47,    113,    67,    46,  145.65,,,70-74岁,    566,    277,    289,    95.85,    427,    213,    214,    99.53,    198,    107,    91,  117.58,    432,    268,    164,  163.41,    1,-,    1,-,,,  69,    79,    41,    38,    107.89,    50,    28,    22,    127.27,    44,    19,    25,  76.00,    33,    16,    17,  94.12,    25,    12,    13,  92.31,,,70-74岁,    79,    45,    34,    132.35,    134,    66,    68,    97.06,    85,    51,    34,  150.00,    55,    32,    23,  139.13,    126,    54,    72,    75.00,,,70-74岁,    69,    44,    25,  176.00,    29,    12,    17,    70.59,    46,    22,    24,    91.67,    342,    199,    143,  139.16,    65,    42,    23, 182.61,,,  69,    7,    5,    2,    250.00,    8,    5,    3,  166.67,    5,    3,    2, 150.00,    5,    2,    3,  66.67,    1,-,    1,-,,,70-74岁,    4,-,    4,-,    12,    6,    6,  100.00,    7,    3,    4,  75.00,    8,    4,    4, 100.00,   7,    2,    5,  40.00,,,70-74岁,    6,    3,    3,  100.00,    4,    3,    1,  300.00,    1,-,    1,-,    2,-,    2,-,    2,    1,    1,  100.00,,
  70,    178 653,    102 144,    76 509,    133.51,    166 236,    95 371,    70 865,    134.58,    657,    404,    253,    159.68,    1 026,    586,    440,    133.18,,,70-74岁,    3 321,  1 540,    1 781,    86.47,    4 143,    2 400,    1 743,    137.69,  4 487,    2 356,    2 131,  110.56,    5 169,    2 537,    2 632,  96.39, 10 240,    5 313,    4 927,  107.83,,,  70,    397,    199,    198,    100.51,    396,    211,    185,    114.05,    1 055,    646,    409,  157.95,    312,    186,    126,  147.62,    267,    152,    115,  132.17,,,70-74岁,    1 320,    678,    642,    105.61,    4 137,    2 204,    1 933,    114.02,    925,    471,    454,  103.74,    491,    293,    198,  147.98,    702,    373,    329,  113.37,,,  70,    148,    74,    74,    100.00,    105,    49,    56,    87.50,    41,    23,    18,  127.78,    85,    54,    31,  174.19,-,-,-,-,,,70-74岁,    269,    120,    149,    80.54,    202,    116,    86,    134.88,    139,    61,    78,  78.21,    253,    123,    130,  94.62,    79,    30,    49,  61.22,,,  70,    20,    12,    8,    150.00,    29,    13,    16,    81.25,    18,    14,    4,  350.00,    10,    5,    5,  100.00,    20,    8,    12,    66.67,,,  70,    24,    17,    7,  242.86,    2,        1,    1,  100.00,    19,    8,    11,    72.73,    65,    36,    29,  124.14,    10,    7,    3, 233.33,,,70-74岁,    25,    12,    13,    92.31,    26,    10,    16,    62.50,    20,    9,    11,  81.82,    19,    9,    10,  90.00,    7,    4,    3,  133.33,,,  70,-,-,-,-,    1,-,    1,-,    1,-,    1,-,    2,    1,    1, 100.00,-,-,-,-,,,  70,-,-,-,-,    2,    1,    1,  100.00,-,-,-,-,    1,-,    1,-,    1,    1,-,-,,
  71,    174 159,    98 563,    75 596,    130.38,    162 564,    92 301,    70 263,    131.37,    552,    333,    219,    152.05,    944,    505,    439,    115.03,,,  70,    679,    355,    324,    109.57,    1 251,    702,    549,    127.87,    907,    473,    434,  108.99,    1 026,    507,    519,  97.69,    2 062,    1 085,    977,  111.05,,,  71,    442,    198,    244,    81.15,    358,    204,    1 54,    132.47,    1 053,    669,    384,  174.22,    314,    184,    130,  141.54,    233,    136,    97,  140.21,,,  70,    230,    127,    103,    123.30,    781,    409,    372,    109.95,    180,    100,    80,  125．00,    107,    64,    43,  148.84,    143,    77,    66,  116.67,,,  71,    129,    65,    64,    101.56,    84,    44,    40,    110．00,    37,    23,    14,  164.29,    83,    47,    36,  130.56,-,-,-,-,,,  70,    78,    38,    40,    95.00,    45,    29,    16,    181.25,    31,    14,    17,  82.35,    51,    28,    23, 121.74,    25,    13,    12,  108.33,,,  71,    17,    7,    10,    70.00,    30,    16,    14,    114.29,    14,    5,    9,    55.56,    10,    6,    4,  150.00,    31,    12,    19,    63.16,,,  71,    12,    7,    5,  140.00,    8,    3,    5,    60.00,    12,    6,    6, 100.00,    68,    41,    27,  151.85,    10,    8,    2, 400.00,,,  70,    3,    1,    2,    50.00,    5,    2,    3,    66.67,    5,-,    5,-,    8,    2,    6,  33.33,    2,    1,    1,  100.00,,,  71,-,-,-,-,    5,     2,    3,    66.67,    2,    2,-,-,    2,    1,    1, 100.00,-,-,-,-,,,  71,    1,    1,-,-,-,-,-,-,    1,-,    1,-,-,-,-,-,-,-,-,-,,
  72,    180 550,    101 309,    79 241,    127.85,    168 788,    94 986,    73 802,    128.70,    568,    348,    220,    158.18,    1 008,    540,    468,    115.38,,,  71,    674,    325,    349,    93.12,    725,    430,    295,    145.76,    887,    459,    428,  107.24,    1 009,    505,    504, 100.20,    2 063,    1 092,    971,  112.46,,,  72,    440,    225,    215,    104.65,    378,    204,    174,    117.24,    1 129,    698,    431,  161.95,    316,    178,    138,  128.99,    226,    132,    94,  140.43,,,  71,    240,    120,    120,    100.00,    834,    437,    397,    110.08,    193,    97,    96,  101.04,    87,    49,    38,  128.95,    144,    78,    66,  118.18,,,  72,    101,    45,    56,    80.36,    76,    39,    37,    105.41,    35,    16,    19,    84.21,    86,    49,    37,  132.43,-,-,-,-,,,  71,    54,    24,    30,    80．00,    34,    19,    15,    126.67,    26,    14,    12,  116.67,    45,    22,    23,  95.65,    23,    9,    14,  64.29,,,  72,    12,    7,    5,  140.00,    32,    1 1,    21,    52.38,    20,    10,    10,  100.00,    12,    9,    3,  300.00,    20,    10,    10,  100.00,,,  72,    9,    5,    4,  125.00,    6,    3,    3,  100.00,    8,    3,    5,  60.00,    69,    46,    23,  200.00,    19,    12,    7, 171.43,,,  71,    4,    2,    2,  100.00,    8,    3,    5,    60.00,-,-,-,-,    3,    2,    1, 200.00,    3,    2,    1,  200.00,,,  72,    3,-,    3,-,    2,     2,-,-,    1,    1,-,-,    1,-,    1,-,    3,-,    3,-,,,  72,    1,-,    1,-,-,-,-,-,-,-,-,-,    1,-,    1,-,    1,-,    1,-,,
  73,    176 965,    97 781,    79 184,    123.49,    165 463,    91 640,    73 823,    124.13,    598,    332,266,    124.81,    978,    547,    431,    126.91,,,  72,    701,    297,    404,    73.51,    612,    359,    253,    141.90,    856,    473,    383,  123.50,    1 061,    516,    545,    94.68,    2 062,    1 063,    999,  106.41,,,  73,    425,    207,    218,    94.95,    384,    191,    193,    98.96,    1 075,    663,    412,  160.92,    330,    194,    136,  142.65,    259,    143,    116,  123.28,,,  72,    258,    129,    129,    100.00,    874,    483,    391,    123.53,    204,    114,    90,  126.67,    116,    77,    39,  197.44,    148,    84,    64,  131.25,,,  73,    79,    42,    37,    113.51,    88,    45,    43,    104.65,    40,    24,    16,  150.00,    83,    54,    29,  186.21,-,-,-,-,,,  72,    43,    20,    23,    86.96,    45,    25,    20,    125.00,    30,    10,    20,  50.00,    53,    21,    32,  65.63,    10,    -,    10,  -,,,  73,    15,    9,    6,  150.00,    24,    14,    10,    140.00,    15,    9,    6,  150.00,    14,    8,    6,  133.33,    23,    9,    14,    64.29,,,  73,    8,    5,    3,  166.67,        8,    4,    4,  100.00,    3,    2,    1, 200.00,    79,    43,    36,  119.44,    15,    8,    7, 114.29,,,  72,    4,    2,    2,  100.00,    5,-,    5,-,    6,    2,    4,  50.00,    6,    4,    2, 200.00,-,-,-,-,,,  73,    1,-,    1,-,    3,    1,    2,    50.00,    1,-,    1,-,-,-,-,-,-,-,-,-,,,  73,-,-,-,-,    1,    1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
  74,    176 380,    95 076,    81 304,    116.94,    164 628,    88 883,    75 745,    117.35,    558,    336,    222,    151.35,    944,    529,    415,    127.47,,,  73,    639,    283,    356,    79.49,    500,    289,    211,    136.97,    940,    495,    445,  111.24,    1 005,    496,    509,    97.45,    2 002,    1 049,    953,  110.07,,,  74,    401,    203,    198,    102.53,    323,    147,    176,    83.52,    996,    601,    395,  152.15,    309,    177,    132,  134.09,    237,    135,    102,  132.35,,,  73,    299,    157,    142,    110.56,    857,    456,    401,    113.72,    173,    85,    88,    96.59,    97,    55,    42,  130.95,    143,    71,    72,    98.61,,,  74,    109,    51,    58,    87.93,    74,    36,    38,    94.74,    45,    21,    24,    87.50,    95,    64,    31,  206.45,    1,-,    1,-,,,  73,    53,    27,    26,    103.85,    35,    21,    14,    150.00,    20,    10,    10, 100.00,    55,    29,    26,  111.54,    13,    5,    8,  62.50,,,  74,    15,    10,    5,  200.00,    19,    12,7,    171.43,    18,    13,    5,  260.00,    9,    4,    5,    80.00,    32,    15,    17,    88.24,,,  74,    16,    10,    6,  166.67,    5,    1,    4,    25.00,    4,    3,    1, 300.00,    61,    33,    28,  117.86,    11,    7,    4, 175.00,,,  73,    5,    3,    2,  150.00,    6,    3,    3,  100.00,    5,    4,    1, 400.00,    2,    1,    1, 100.00,    2,    1,    1,  100.00,,,  74,-,-,-,-,    1,    1,-,-,    2,-,    2,-,    3,    2,    1, 200.00,    4,    2,    2, 100.00,,,  74,    4,    2,    2,  100.00,    1,    1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
75-79岁,    819 081,    421 562,    397 519,    106.05,    764 650,    393 336,  371 314,    105.93,    2 702,    1 567,    1 135,    138.06,    4 644,    2 408,    2 236,    107.69,,,  74,    628,    280,    348,    80.46,    1 055,    620,    435,    142.53,    897,    456,    441,  103.40,    1 068,    513,    555,    92.43,    2 051,    1 024,    1 027,    99.71,,,75-79岁,    1 859,    879,    980,    89.69,    1 507,    682,    825,    82.67,    5 209,    3 185,    2 024,  157.36,    1 527,    853,    674,  126.56,    1 179,    594,    585,  101.54,,,  74,    293,    145,    148,    97.97,    791,    419,    372,    112.63,    175,    75,    100,    75.00,    84,    48,    36,  133.33,    124,    63,    61,  103.28,,,75-79岁,    497,    248,    249,    99.60,    373,171,    202,    84.65,    138,    77,    61,  126.23,    382,    229,    153,  149.67,    1,-,    1,-,,,  74,    41,    11,    30,    36.67,    43,    22,    21,    104.76,    32,    13,    19,  68.42,    49,    23,    26,  88.46,    8,    3,    5,  60.00,,,75-79岁,    53,    30,    23,  130.43,    101,    49,    52,    94.23,    65,    33,    32,  103.13,    85,    37,    48,    77.08,    121,    60,    61,    98.36,,,75-79岁,    52,    23,    29,    79.31,    25,    8,    17,    47.06,    55,    23,    32,    71.88,    309,    165,    144,  114.58,    79,    54,    25, 216.00,,,  74,    9,    4,    5,    80.00,    2,    2,-,-,    4,    3,    1, 300.00,-,-,-,-,-,-,-,-,,,75-79岁,    10,    2,    8,    25.00,    15,    8,  7,    114.29,    11,    8,    3, 266.67,    1,    1,-,-,    8,    3,    5,  60.00,,,75-79岁,    9,    1,    8,    12.50,    3,   2,    1,  200.00,    3,    2,    1, 200.00,    1,    1,-,-,    3,    3,-,-,,
  75,    183 422,    98 086,    85 336,    114.94,    171 179,    91 561,    79 618,    115.00,    665,    399,    266,    150.00,    1 050,    567,    483,    117.39,,,75-79岁,    2 821,    1 208,    1 613,    74.89,    3 372,    2 076,    1 296,    160.19, 4 240,    2 205,    2 035,  108.35,    4 379,    2 068,  2 311,    89.49,  10 177,    4 975,    5 202,    95.64,,,  75,    424,    205,    219,    93.61,    355,    168,    187,    89.84,    1 096,    680,    416,  163.46,    360,    209,    151,  138.41,    253,    115,    138,  83.33,,,75-79岁,    1 378,    681,    697,    97.70,    3 871,    2 040,    1 831,    111.41,    745,  344,    401,    85.79,    405,    230,    175,  131.43,    617,    307,    310,    99.03,,,  75,    101,    54,    47,    114.89,    79,    50,    29,    172.41,    20,    11,    9,  122.22,    87,    49,    38,  128.95,-,-,-,-,,,75-79岁,    204,    100,    104,    96.15,    197,    101,    96,    105.21,    136,    62,    74,  83.78,    288,    146,    142, 102.82,    60,    27,    33,  81.82,,,  75,    11,    8,    3,  266.67,    26,    10,    16,    62.50,    17,    10,    7,  142.86,    17,    9,    8,  112.50,    31,    16,    15,  106.67,,,  75,    8,    4,    4,  100.00,    11,    5,    6,    83.33,    15,    9,    6,  150.00,    65,    32,    33,  96.97,    17,    13,    4, 325.00,,,75-79岁,    20,    12,    8,  150.00,    22,    3,    19,    15.79,    14,    5,    9,  55.56,    14,    7,    7, 100.00,    6,    5,    1,  500.00,,,  75,    3,-,    3,-,    1,-,    1,-,    3,    2,    1, 200.00,-,-,-,-,    2,-,    2,-,,,  75,    1,    1,-,-,    2,    1,    1,  100.00,-,-,-,-,    1,    1,-,-,    1,    1,-,-,,
  76,    168 765,    88 856,    79 909,    111.20,    157 898,    83 115,    74 783,    111.14,    547,    323,    224,    144.20,    986,    514,    472,    108.90,,,  75,    632,    300,    332,    90.36,    832,    528,    304,    173.68,    965,    531,    434,  122.35,    1 049,    509,    540,    94.26,    2 147,    1 077,    1 070, 100.65,,,  76,    376,    194,    182,    106.59,    313,    158,    155,    101.94,    1 122,    702,    420,  167.14,    317,    185,    132,  140.15,    233,    122,    111,  109.91,,,  75,    322,    153,    169,    90.53,    898,    458,    440,    104.09,    178,    91,    87,  104.60,    82,    54,    28,  192.86,    133,    59,    74,    79.73,,,  76,    100,    56,    44,    127.27,    63,    26,    37,    70.27,    24,    16,    8,  200.00,    82,    51,    31,  164.52,    1,-,    1,-,,,  75,    44,    23,    21,    109.52,    31,    12,    19,    63.16,    25,    10,    15,  66.67,    73,    36,    37,  97.30,    11,    6,    5,  120.00,,,  76,    9,    5,    4,  125.00,    21,    11,    10,    110.00,    14,    6,    8,    75.00,    15,    6,    9,    66.67,    27,    12,    15,    80.00,,,  76,    2,    -,    2,-,    2,-,    2,-,    9,    2,    7,  28.57,    62,    37,    25, 148.00,    14,    9,    5, 180.00,,,  75,    5,    4,    1,  400.00,    5,-,    5,-,    3,-,    3,-,    1,    1,-,-,    3,    2,    1,  200.00,,,  76,    1,    1,-,-,2,2,-,-,    2,    2,-,-,    1,    1,-,-,    1,-,    1,-,,,  76,    1,-,    1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
  77,    157 802,    81 132,    76 670,    105.82,    147 279,    75 631,    71 648,    105.56,    536,    307,    229,    134.06,    872,    461,    411,    112.17,,,  76,    630,    272,    358,    75.98,    420,    251,    169,    148.52,    848,    439,    409,  107.33,    921,    430,    491,    87.58,    1 974,    983,    991,    99.19,,,  77,    370,    164,    206,    79.61,    275,    133,    142,    93.66,    960,    592,    368,  160.87,    324,    175,    149,  117.45,    244,    131,    113,  115.93,,,  76,    307,    158,    149,    106.04,    750,    416,    334,    124.55,    153,    71,    82,    86.59,    85,    51,    34,  150.00,    134,    70,    64,  109.38,,,  77,    92,    41,    51,    80.39,    67,    32,    35,    91.43,    35,    19,    16,  118.75,    80,    52,    28,  185.71,-,-,-,-,,,  76,    43,    25,    18,    138.89,    51,    31,    20,    155.00,    36,    16,    20,  80.00,    55,    32,    23,  139.13,    15,    7,    8,  87.50,,,  77,    10,    5,    5,  100.00,    14,    6,    8,    75.00,    14,    7,    7,  100.00,    14,    6,    8,    75.00,    14,    9,    5,  180.00,,,  77,    18,    6,    12,    50.00,    3,-,    3,-,    15,    6,    9,  66.67,    52,    24,    28,  85.71,    13,    9,    4, 225.00,,,  76,    4,   2,    2,  100.00,    3,-,    3,-,    3,    1,    2,  50.00,    2,    2,-,-,-,-,-,-,,,  77,    4,    1,    3,    33.33,    3,    1,    2,    50.00,    1,    1,-,-,-,-,-,-,    1,-,    1,-,,,  77,    3,-,    3,-,-,-,-,-,    2,    1,    1, 100.00,-,-,-,-,-,-,-,-,,
  78,    154 870,    78 205,    76 665,    102.01,    144 652,    73 047,    71 605,    102.01,    493,    291,    202,    144.06,    824,    401,    423,    94.80,,,  77,    543,    223,    320,    69.69,    523,    332,    191,    173.82,    807,    418,    389,  107.46,    815,    404,    411,    98.30,    2 099,    1 042,    1 057,    98.58,,,  78,    380,    162,    218,    74.31,    318,    134,    184,    72.83,    1 047,    636,    411,  154.74,    254,    154,    100,  154.00,    216,    113,    103,  109.71,,,  77,    270,    135,    135,    100.00,    839,    465,    374,    124.33,    134,    66,    68,    97.06,    87,    47,    40,  117.50,    111,    62,    49,  126.53,,,  78,    104,    51,    53,    96.23,    92,    34,    58,    58.62,    29,    16,    13,  123.08,    72,    43,    29,  148.28,-,-,-,-,,,  77,    43,    16,    27,    59.26,    38,    22,    16,    137.50,    31,    16,    15, 106.67,    48,    23,    25,  92.00,    10,    5,    5, 100.00,,,  78,    8,    4,    4,  100.00,    19,    8,    11,    72.73,    8,    3,    5,    60.00,    23,    8,    15,    53.33,    27,    14,    13,  107.69,,,  78,    11,    4,    7,    57.14,    7,    2,    5,    40.00,    5,    2,    3,  66.67,    62,    37,    25, 148.00,    18,    1 1,    7, 157.14,,,  77,    2,     2,-,-,    5,    1,    4,    25.00,    1,    1,-,-,    3,-,    3,-,-,-,-,-,,,  78,-,-,-,-,    5,    3,    2,  150.00,    2,    1,    1, 100.00,-,-,-,-,    2,    1,    1,  100.00,,,  78,    2,-,    2,-,-,-,-,-,-,-,-,-,-,-,-,-,    1,    1,-,-,,
  79,    154 222,    75 283,    78 939,    95.37,    143 642,    69 982,    73 660,    95.01,    461,    247,    214,    115.42,    912,    465,    447,    104.03,,,  78,    520,    222,    298,    74.50,    412,    243,    169,    143.79,    804,    410,    394,  104.06,    866,    389,    477,    81.55,    1 974,    966,    1 008,    95.83,,,  79,    309,    154,    155,    99.35,    246,    89,    157,    56.69,    984,    575,    409,  140.59,    272,    130,    142,    91.55,    233,    113,    120,    94.17,,,  78,    248,    115,    133,    86.47,    714,    366,    348,    105.17,    156,    69,    87,    79.31,    71,    37,    34,  108.82,    138,    66,    72,    91.67,,,  79,    100,    46,    54,    85.19,    72,    29,    43,    67.44,    30,    15,    15,  100.00,    61,    34,    27,  125.93,-,-,-,-,,,  78,    39,    20,    19,    105.26,    38,    20,    18,    1 11.11,    19,    11,    8, 137.50,    63,    30,    33,  90.91,    11,    4,    7,  57.14,,,  79,    15,    8,    7,  114.29,    21,    14,    7,    200.00,    12,    7,    5,  140.00,    16,    8,    8,  100.00,    22,    9,    13,    69.23,,,  79,    13,    9,    4,  225.00,    2,    1,    1,  100.00,    11,    4,    7,  57.14,    68,    35,    33, 106.06,    17,    12,    5, 240.00,,,  78,    4,    1,    3,    33.33,    4,-,    4,-,    2,-,    2,-,    2,-,    2,-,    2,    2,-,-,,,  79, 2,-,    2,-,    4,    2,    2,  100.00,    3,    2,    1, 200.00,-,-,-,-,    2,    2,-,-,,,  79,    2,-,    2,-,    1,    1,-,-,    1,    1,-,-,-,-,-,-,    1,    1,-,-,,
80-84岁,    633 754,    282 420,    351 334,    80.39,    594 774,    263 891,  330 883,    79.75,    1 731,    880,    851,    103.41,    3 615,    1 764,    1 851,    95.30,,,  79,    496,    191,    305,    62.62,    1 185,    722,    463,    155.94,    816,    407,    409,    99.51,    728,    336,    392,    85.71,    1 983,    907,    1 076,    84.29,,,80-84岁,    1 368,    596,    772,    77.20,    887,    334,    553,    60.40,    4 149,    2 350,    1 799,  130.63,    1 185,    574,    611,    93.94,    888,    413,    475,    86.95,,,  79,    231,    120,    111,    108.11,    670,    335,    335,    100．00,    124,    47,    77,    61.04,    80,    41,    39,  105.13,    101,    50,    51,    98.04,,,80-84岁,    247,    116,    131,    88.55,    228,    1 10,    118,    93.22,    82,    46,    36,  127.78,    366,    179,    187,    95.72,    2,    1,    1,  100.00,,,  79,    35,    16,    19,    84.21,    39,    16,    23,    69.57,    25,    9,    16,  56.25,    49,    25,    24, 104.17,    13,    5,    8,  62.50,,,80-84岁,    43,    28,    15,  186.67,    57,    29,    28,    103.57,    46,    25,    21,  119.05,    59,    25,    34,    73.53,    80,    32,    48,    66.67,,,80-84岁,    28,    16,    12,  133.33,    28,    18,    10,  180.00,    37,    18,    19,  94.74,    225,    128,    97, 131.96,    56,    34,    22, 154.55,,,  79,    5,    3,    2,  150.00,    5,    2,    3,    66.67,    5,    3,    2, 150.00,    6,    4,    2, 200.00,    1,    1,-,-,,,80-84岁,    7,    2,    5,    40.00,    8,    4,    4,  100.00,    9,    4,    5,  80.00,    1,-,    1,-,    3,-,    3,-,,,80-84岁,    7,    4,    3,  133.33,    1,    1,-,-,    5,    2,    3,  66.67,    2,-,    2,-,-,-,-,-,,
  80,    153 915,    72 484,    81 431,    89.01,    144 134,    67 782,    76 352,    88.78,    437,    216,221,    97.74,    844,    440,    404,    108.91,,,80-84岁,    1 877,    692,    1 185,    58.40,    2 346,    1 457,    889,    163.89,  3 092,    1 375,    1 717,    80.08,    2 684,    1 177,    1 507,    78.10,    7 730,    3 409,    4 321,    78.89,,,  80,    331,    129,    202,    63.86,    239,    94,    145,    64.83,    994,    553,  441,  125.40,    249,    129,    120,  107.50,    238,    108,    130,    83.08,,,80-84岁,    808,    323,    485,    66.60,    2 869,    1 399,    1 470,    95.17,    415,    182,    233,    78.11,    302,    179,    123,  145.53,    428,    173,    255,    67.84,,,  80,    67,    28,    39,    71.79,    60,    27,    33,    81.82,    32,    17,    15,  113.33,    82,    54,    28,  192.86,    2,    1,    1,  100．00,,,80-84岁,    92,    40,    52,    76.92,    135,    74,    61,    121.31,    114,    46,    68,  67.65,    184,    77,    107,  71.96,    49,    17,    32,  53.13,,,  80,    8,    5,     3,  166.67,    20,    1 1,    9,    122.22,    21,    10,    11,    90.91,    9,    7,    2,  350.00,    19,    5,    14,    35.71,,,  80,    9,    4,    5,    80.00,    6,    4,    2,  200.00,    9,    5,    4, 125.00,    66,    39,    27, 144.44,    9,    6,    3, 200.00,,,80-84岁,    10,    3,    7,    42.86,    15,    5,    10,    50.00,    13,    7,    6, 116.67,    12,    7,    5, 140.00,    2,    1,    1,  100.00,,,  80,    1,-,    1,-,    4,    2,   2,  100.00,    5,    3,    2, 150.00,-,-,-,-,    1,-,    1,-,,,  80,    2,    1,    1,  100.00,    1,    1,-,-,    3,    1,    2,  50.00,-,-,-,-,-,-,-,-,,
