,备注：新疆维吾尔自治区人口数为结合六普数据预估人口，其余均为官网发布人口数,,,,,,
,序号,省,市,县,七普人口.人,,
,3012,贵州省,黔南布依族苗族自治州,贵定县,250146,,
,3013,贵州省,黔南布依族苗族自治州,惠水县,395878,,
,3014,贵州省,黔南布依族苗族自治州,荔波县,154896,,
,3015,贵州省,黔南布依族苗族自治州,龙里县,236221,,
,3016,贵州省,黔南布依族苗族自治州,罗甸县,257551,,
,3017,贵州省,黔南布依族苗族自治州,平塘县,234417,,
,3018,贵州省,黔南布依族苗族自治州,三都县,276347,,
,3019,贵州省,黔南布依族苗族自治州,瓮安县,395536,,
,3020,贵州省,黔南布依族苗族自治州,长顺县,201540,,
,3021,贵州省,黔西南布依族苗族自治州,安龙县,375825,,
,3022,贵州省,黔西南布依族苗族自治州,册亨县,189709,,
,3023,贵州省,黔西南布依族苗族自治州,普安县,242958,,
,3024,贵州省,黔西南布依族苗族自治州,晴隆县,234162,,
,3025,贵州省,黔西南布依族苗族自治州,望谟县,235243,,
,3026,贵州省,黔西南布依族苗族自治州,兴仁市,425770,,
,3027,贵州省,黔西南布依族苗族自治州,兴义市,1004132,,
,3028,贵州省,黔西南布依族苗族自治州,贞丰县,307313,,
,3029,贵州省,铜仁市,碧江区,442076,,
,3030,贵州省,铜仁市,德江县,393596,,
,3031,贵州省,铜仁市,江口县,184764,,
,3032,贵州省,铜仁市,石阡县,297086,,
,3033,贵州省,铜仁市,思南县,457745,,
,3034,贵州省,铜仁市,松桃苗族自治县,487737,,
,3035,贵州省,铜仁市,万山区,160624,,
,3036,贵州省,铜仁市,沿河土家族自治县,429893,,
,3037,贵州省,铜仁市,印江土家族苗族自治县,294490,,
,3038,贵州省,铜仁市,玉屏侗族自治县,150457,,
,3039,贵州省,遵义市,播州区,761491,,
,3040,贵州省,遵义市,赤水市,247287,,
,3041,贵州省,遵义市,道真仡佬族苗族自治县,243846,,
,3042,贵州省,遵义市,凤冈县,304156,,
,3043,贵州省,遵义市,红花岗区,971337,,
,3044,贵州省,遵义市,汇川区,627721,,
,3045,贵州省,遵义市,湄潭县,372865,,
,3046,贵州省,遵义市,仁怀市,655300,,
,3047,贵州省,遵义市,绥阳县,379677,,
,3048,贵州省,遵义市,桐梓县,529471,,
,3049,贵州省,遵义市,务川仡佬族苗族自治县,308466,,
,3050,贵州省,遵义市,习水县,584947,,
,3051,贵州省,遵义市,余庆县,223952,,
,3052,贵州省,遵义市,正安县,396159,,
