,,,,,,,,,,,,
    表11——3全国按现住地和1985年7月1日常住地类型分性别、职业的迁入人口数,,,,,,,,,,,,
省内单位：人,,,,,,,,,,,,
,,,,,,,,,,,,
,    1985年7月1日常住地类 型,,,,,,,,,,,
  职业和,,,,,,,,,,,,
,    合计,,,    城市,,,    镇,,,    乡村,,
  现住地,,,,,,,,,,,,
,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女
青海省,    3 721,    2 090,    1 631,    631,    358,    273,    1 279,    610,    669,    1 811,    1 122,    689
宁夏回族自治区,    2 434,    1 090,    1 344,    604,    261,    343,    709,    279,    430,    1 121,    550,    571
新疆维吾尔自治区,    11 032,    6 387,    4 645,    2 571,    1 365,    1 206,    2 660,    1 350,    1 310,    5 801,    3 672,    2 129
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
    表11——3全国按现住地和1985年7月1日常住地类型分性别、职业的迁入人口数(续05),,,,,,,,,,,,
省内单位：人,,,,,,,,,,,,
,,,,,,,,,,,,
,    1985年7月1日常住地类 型,,,,,,,,,,,
  职业和,,,,,,,,,,,,
,    合计,,,    城市,,,    镇,,,    乡村,,
  现住地,,,,,,,,,,,,
,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女
服务性工作人员,    1 077 339,    501 371,    575 968,    110 430,    54 158,    56 272,    213 274,    89 260,    124 014,    753 635,    357 953,    395 682
北京市,    5 232,    2 555,    2 677,    908,    486,    422,    695,    316,    379,    3 629,    1 753,    1 876
天津市,    1 736,    1 167,    569,    151,    94,    57,    370,    208,    162,    1 215,    865,    350
河北省,    33 046,    17 076,    15 970,    3 613,    2 006,    1 607,    4 763,    2 073,    2 690,    24 670,    12 997,    11 673
山西省,    23 050,    12 033,    11 017,    3 371,    1 769,    1 602,    4 702,    2 384,    2 318,    14 977,    7 880,    7 097
内蒙古自治区,    20 818,    11 435,    9 383,    2 634,    1 238,    1 396,    4 579,    2 148,    2 431,    13 605,    8 049,    5 556
辽宁省,    30 921,    13 503,    17 418,    4 114,    1 778,    2 336,    7 969,    3 107,    4 862,    18 838,    8 618,    10 220
吉林省,    20 487,    8 770,    11 717,    2 447,    892,    1 555,    7 516,    2 882,    4 634,    10 524,    4 996,    5 528
黑龙江省,    33 507,    16 594,    16 913,    5 474,    2 164,    3 310,    9 462,    4 103,    5 359,    18 571,    10 327,    8 244
上海市,    12 622,    5 475,    7 147,    2 398,    1 456,    942,    3 066,    1 171,    1 895,    7 158,    2 848,    4 310
江苏省,    62 185,    33 864,    28 321,    4 778,    3 167,    1 611,    6 574,    3 514,    3 060,    50 833,    27 183,    23 650
浙江省,    36 680,    16 791,    19 889,    2 893,    1 644,    1 249,    7 268,    3 371,    3 897,    26 519,    11 776,    14 743
安徽省,    43 237,    20 898,    22 339,    4 302,    2 148,    2 154,    5 672,    2 418,    3 254,    33 263,    16 332,    16 931
福建省,    31 131,    12 941,    18 190,    3 362,    1 579,    1 783,    6 878,    2 892,    3 986,    20 891,    8 470,    12 421
江西省,    25 407,    9 734,    15 673,    2 652,    1 119,    1 533,    5 090,    1 717,    3 373,    17 665,    6 898,    10 767
山东省,    61 948,    28 050,    33 898,    6 148,    3 545,    2 603,    21 106,    8 863,    12 243,    34 694,    15 642,    19 052
河南省,    52 649,    28 304,    24 345,    6 313,    3 131,    3 182,    4 759,    2 081,    2 678,    41 577,    23 092,    18 485
湖北省,    61 500,    27 473,    34 027,    4 971,    2 322,    2 649,    13 231,    5 822,    7 409,    43 298,    19 329,    23 969
湖南省,    59 460,    25 505,    33 955,    6 963,    3 325,    3 638,    9 314,    3 847,    5 467,    43 183,    18 333,    24 850
广东省,    171 905,    76 829,    95 076,    13 633,    5 772,    7 861,    35 822,    14 336,    21 486,    122 450,    56 721,    65 729
广西壮族自治区,    34 417,    10 444,    23 973,    2 268,    963,    1 305,    8 154,    2 319,    5 835,    23 995,    7 162,    16 833
海南省,    8 845,    2 326,    6 519,    565,    145,    420,    2 492,    561,    1 931,    5 788,    1 620,    4 168
四川省,    120 152,    60 451,    59 701,    9 247,    4 832,    4 415,    16 264,    7 475,    8 789,    94 641,    48 144,    46 497
贵州省,    22 420,    10 330,    12 090,    2 434,    1 462,    972,    4 557,    2 043,    2 514,    15 429,    6 825,    8 604
云南省,    28 719,    9 544,    19 175,    2 789,    1 314,    1 475,    7 297,    2 519,    4 778,    18 633,    5 711,    12 922
西藏自治区,     ——,     ——,     ——,     ——,     ——,     ——,     ——,     ——,     ——,     ——,     ——,     ——
陕西省,    33 089,    19 060,    14 029,    3 553,    1 805,    1 748,    6 057,    3 147,    2 910,    23 479,    14 108,    9 371
