表1    总人口、户籍人口、少数民族人口比重、非农业户口人口比重、城乡人口、家庭户人口、家庭户类别（全部数据）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
县市名,总人口（人）,,,总人口,户籍人口（人）,少数民族人口比重,非农业户口人口比重,城乡人口（人）,,家庭户,,,,家庭户类别（户）,,,
,合计,男,女,性别比,,（%）,（%）,城镇,乡村,户数（户）,人口数（人）,户规模（人/户）,其中：一人户(户),一代户,二代户,三代户,四代以上户
,,,,,,,,,,,,,,,,,
户县,549252,285227,264025,108.03,559387,0.12,15.25,79879,469373,139416,538825,3.86,6048,18011,77393,42129,1883
高陵县,222367,112605,109762,102.59,231628,0.07,8.62,18817,203550,55874,220299,3.94,2397,6820,32516,15797,741
铜川市,792600,416829,375771,110.93,846631,0.40,41.15,403956,388644,220401,759009,3.44,18345,44175,136461,38688,1077
王益区,190630,97702,92928,105.14,211964,0.93,76.46,190630,,57727,183032,3.17,5213,14092,34369,9104,162
印台区,213627,113592,100035,113.55,232571,0.30,51.98,116358,97269,60344,202142,3.35,5364,13302,37617,9175,250
耀县,295202,154384,140818,109.63,307055,0.24,19.50,84729,210473,76786,285390,3.72,4061,10987,49324,15943,532
宜君县,93141,51151,41990,121.82,95041,0.06,12.69,12239,80902,25544,88445,3.46,3707,5794,15151,4466,133
宝鸡市,3594215,1861050,1733165,107.38,3665763,0.53,21.95,1055647,2538568,958455,3435140,3.58,78079,181745,556213,213964,6533
渭滨区,328184,168170,160014,105.10,316804,1.45,69.95,244713,83471,99585,296619,2.98,9398,29519,57447,12344,275
金台区,272193,140323,131870,106.41,258885,2.18,79.47,272193,,87485,244845,2.80,10557,27974,50808,8546,157
宝鸡县,729126,379438,349688,108.51,733255,0.15,12.75,128508,600618,174734,695368,3.98,8180,20226,104784,48187,1537
凤翔县,484464,247587,236877,104.52,509699,0.07,8.96,78379,406085,128096,474467,3.70,11110,21587,72087,33546,876
岐山县,446579,229124,217455,105.37,462008,0.14,15.40,111322,335257,121074,431160,3.56,10591,23780,69357,27175,762
扶风县,438324,228015,210309,108.42,460804,0.04,8.17,60037,378287,111335,429781,3.86,9132,18086,63238,28898,1113
眉县,290315,151106,139209,108.55,299991,0.04,9.77,66836,223479,77012,278275,3.61,7042,13747,44421,18230,614
陇县,241751,125245,116506,107.50,250156,1.04,9.79,18413,223338,61618,236362,3.84,2800,7673,37485,15974,486
千阳县,121532,63285,58247,108.65,129349,1.16,10.44,24418,97114,32773,117274,3.58,2070,5721,19405,7437,210
麟游县,85782,44525,41257,107.92,88044,0.09,11.13,15929,69853,23122,84129,3.64,2509,4556,13756,4670,140
凤县,104633,56186,48447,115.97,102475,1.86,20.24,23003,81630,28169,98924,3.51,2995,6059,15564,6284,262
太白县,51332,28046,23286,120.44,54293,0.20,16.52,11896,39436,13452,47936,3.56,1695,2817,7861,2673,101
咸阳市,4886003,2527141,2358862,107.13,4869103,0.22,17.94,1618288,3267715,1215426,4667162,3.84,77981,191490,734607,279779,9550
秦都区,449820,232478,217342,106.96,410643,0.61,52.17,449820,,121279,396003,3.27,11881,29901,71514,19206,658
杨陵区,137941,73193,64748,113.04,128292,0.74,32.32,129353,8588,30354,111734,3.68,2448,5765,18058,6279,252
渭城区,366099,187482,178617,104.96,346038,1.16,54.29,235452,130647,96946,322575,3.33,7639,22224,57496,16789,437
三原县,388842,196422,192420,102.08,397488,0.07,15.53,54084,334758,100757,383261,3.80,5616,14459,60030,25316,952
泾阳县,485791,247121,238670,103.54,488539,0.02,8.13,87121,398670,117613,477640,4.06,6081,13736,67850,34326,1701
乾县,544846,283010,261836,108.09,544248,0.04,7.23,33685,511161,128010,530821,4.15,5523,15646,80581,30873,910
礼泉县,455278,234210,221068,105.94,462180,0.07,8.77,61188,394090,110774,440675,3.98,6167,16301,66886,26731,856
永寿县,187446,98597,88849,110.97,188240,0.02,7.50,43572,143874,44856,180393,4.02,2293,4749,29596,10208,303
彬县,313216,165718,147498,112.35,313046,0.03,7.45,37592,275624,80084,307981,3.85,7496,13056,48974,17615,439
长武县,167274,88660,78614,112.78,173645,0.11,8.21,14976,152298,43896,161424,3.68,3504,7505,26078,9993,320
旬邑县,261666,138089,123577,111.74,266290,0.07,6.44,15360,246306,67095,257606,3.84,7094,11767,39882,14965,481
淳化县,186867,96105,90762,105.89,190262,0.01,7.58,14225,172642,46633,181220,3.89,2359,6948,30270,9143,272
武功县,389394,201177,188217,106.89,407160,0.08,8.72,65898,323496,91833,377675,4.11,4188,11643,56286,23133,771
兴平市,551523,284879,266644,106.84,553032,0.19,19.31,375962,175561,135296,538154,3.98,5692,17790,81106,35202,1198
渭南市,5292200,2704108,2588092,104.48,5303998,0.15,15.56,1143636,4148564,1338408,5067294,3.79,91405,211905,757759,351319,17425
临渭区,888866,451028,437838,103.01,877447,0.25,23.11,329024,559842,228650,843458,3.69,15637,37330,131277,57364,2679
华县,350228,177867,172361,103.19,357172,0.12,18.23,42636,307592,94187,340833,3.62,7419,16838,53639,22851,859
潼关县,147833,75079,72754,103.20,144177,0.22,18.28,36957,110876,36001,144174,4.00,2247,5396,21715,8504,386
大荔县,706948,358168,348780,102.69,709163,0.08,9.39,109696,597252,174883,688513,3.94,10220,23741,96000,52249,2893
合阳县,432313,219025,213288,102.69,436443,0.06,8.07,64895,367418,110216,427693,3.88,8370,15567,58351,34242,2056
澄城县,372150,190529,181621,104.90,371478,0.11,15.48,33771,338379,94786,352996,3.72,7254,17031,52358,24065,1332
蒲城县,738675,377385,361290,104.45,737151,0.08,11.90,105077,633598,187552,713067,3.80,13191,28664,103120,52894,2874
白水县,277716,144011,133705,107.71,273202,0.22,13.38,38727,238989,69132,269724,3.90,3996,10111,42545,15842,634
富平县,747942,384129,363813,105.58,765297,0.09,10.46,114291,633651,180746,700630,3.88,8796,25475,104818,48555,1898
韩城市,387041,201881,185160,109.03,381988,0.28,26.82,140600,246441,100452,362560,3.61,8713,19250,57483,22385,1334
华阴市,242488,125006,117482,106.40,250480,0.30,25.41,127962,114526,61803,223646,3.62,5562,12502,36453,12368,480
延安市,2016787,1057229,959558,110.18,2005924,0.07,21.67,578023,1438764,527297,1932397,3.66,39539,107625,352218,65396,2058
宝塔区,403868,209240,194628,107.51,353505,0.07,40.19,197793,206075,109464,377018,3.44,8151,24218,75105,9879,262
延长县,128551,67024,61527,108.93,140912,0.03,16.42,36295,92256,35582,126290,3.55,2363,7793,23609,4059,121
延川县,164902,86066,78836,109.17,171685,0.01,18.41,48150,116752,43508,160358,3.69,2533,9401,31176,2891,40
子长县,207972,107049,100923,106.07,229217,0.01,16.15,46596,161376,51543,203776,3.95,2654,9962,36351,5083,147
安塞县,160771,85159,75612,112.63,159912,0.03,11.67,37615,123156,40680,153332,3.77,2721,8215,27746,4552,167
志丹县,124449,66000,58449,112.92,123002,0.05,14.44,31190,93259,29830,119234,4.00,1716,5223,20208,4242,157
吴旗县,112524,58720,53804,109.14,123841,0.05,12.72,17937,94587,27960,108136,3.87,1327,4975,17800,4972,213
甘泉县,76705,40715,35990,113.13,76109,0.05,23.08,19543,57162,20105,73705,3.67,1289,3796,13747,2499,63
富县,141760,75708,66052,114.62,145149,0.04,14.41,32910,108850,36784,136913,3.72,3085,6566,23952,6071,195
洛川县,200573,104581,95992,108.95,198381,0.03,14.53,37563,163010,51998,192683,3.71,5110,9766,32556,9386,290
宜川县,111685,57844,53841,107.43,115308,0.11,13.23,16435,95250,29576,110198,3.73,1786,5266,19390,4749,171
黄龙县,49039,26312,22727,115.77,48987,0.84,23.44,9133,39906,14877,47658,3.20,2631,4255,8458,2079,85
黄陵县,133988,72811,61177,119.02,119916,0.14,34.62,46863,87125,35390,123096,3.48,4173,8189,22120,4934,147
汉中市,3411044,1776346,1634698,108.67,3733081,0.39,17.94,923993,2487051,1028619,3312217,3.22,108537,238482,565702,215085,9350
汉台区,503871,258142,245729,105.05,507274,0.79,43.59,312225,191646,153172,456143,2.98,17032,42582,88251,21840,499
南郑县,478782,244735,234047,104.57,543712,0.08,12.89,89427,389355,149610,473013,3.16,16016,34082,82402,31964,1162
城固县,455408,234667,220741,106.31,502688,0.21,15.09,133400,322008,145230,445831,3.07,16268,36755,79737,27681,1057
洋县,384374,203120,181254,112.06,444782,0.07,13.01,73277,311097,120734,380650,3.15,15292,29627,64142,26012,953
西乡县,345074,180970,164104,110.28,407110,1.18,11.08,85676,259398,108474,343219,3.16,11654,26857,61587,19389,641
勉县,397131,204543,192588,106.21,424743,0.22,16.57,92539,304592,116279,378628,3.26,9275,23254,65173,26899,953
宁强县,313395,162701,150694,107.97,332533,0.26,8.94,42119,271276,85473,311551,3.65,5554,13201,45386,24923,1963
略阳县,201498,107981,93517,115.47,208628,0.76,24.70,53989,147509,55925,197151,3.53,7027,13048,27312,14343,1222
镇巴县,251522,135033,116489,115.92,278790,0.09,7.29,24955,226567,71689,250154,3.49,7704,13909,39634,17487,659
留坝县,46294,25723,20571,125.04,46513,0.58,14.99,8747,37547,12520,43003,3.43,1476,2913,6747,2707,153
佛坪县,33695,18731,14964,125.17,36308,0.04,15.76,7639,26056,9513,32874,3.46,1239,2254,5331,1840,88
榆林市,3138040,1635150,1502890,108.80,3311815,0.06,14.20,691639,2446401,805538,3048760,3.78,51839,162534,533290,105962,3752
榆阳区,451337,232951,218386,106.67,420034,0.03,27.04,190664,260673,117303,427257,3.64,7722,22721,78399,15614,569
神木县,360774,193218,167556,115.32,358497,0.09,21.20,127289,233485,94840,344802,3.64,6982,20744,62743,10946,407
府谷县,224957,121494,103463,117.43,212296,0.05,16.49,61985,162972,56927,210531,3.70,4110,11890,37240,7448,349
横山县,294674,153008,141666,108.01,318440,0.01,7.74,45412,249262,68023,291697,4.29,1828,8519,45523,13466,515
靖边县,272836,141951,130885,108.45,266716,0.04,9.81,40066,232770,64696,264712,4.09,2316,10057,44279,9972,388
定边县,285416,148387,137029,108.29,302031,0.36,11.30,51667,233749,68179,281679,4.13,2481,9704,43514,14397,564
绥德县,310880,159107,151773,104.83,347250,0.02,13.11,55549,255331,86554,303006,3.50,7873,22255,55636,8426,237
米脂县,200626,103213,97413,105.95,218676,0.03,11.40,23676,176950,51430,197239,3.84,2992,9885,32939,8304,302
佳县,238496,124125,114371,108.53,258668,0.03,7.26,23520,214976,65141,236769,3.63,5320,14849,44515,5627,150
吴堡县,72781,37642,35139,107.12,81529,0.07,13.12,14076,58705,20761,72155,3.48,2134,5402,13328,1982,49
清涧县,176644,92196,84448,109.17,215514,0.00,10.83,23305,153339,48591,174331,3.59,4128,12630,32693,3218,50
子洲县,248619,127858,120761,105.88,312164,0.00,7.76,34430,214189,63093,244582,3.88,3953,13878,42481,6562,172
安康市,2613914,1392883,1221031,114.07,2921573,0.87,13.07,486940,2126974,750126,2566647,3.42,80880,164551,437425,144206,3944
汉滨区,843426,443270,400156,110.77,926122,1.64,19.24,221409,622017,232411,812357,3.50,22531,48744,138420,44108,1139
汉阴县,240359,128517,111842,114.91,286198,0.10,9.33,33335,207024,73642,239280,3.25,8680,18006,44373,11055,208
石泉县,159503,86419,73084,118.25,182585,0.25,15.21,34172,125331,48134,157758,3.28,5582,11608,28629,7693,204
宁陕县,75778,41874,33904,123.51,75329,3.49,14.98,18999,56779,21071,74038,3.51,2652,4798,12298,3827,148
紫阳县,285018,152830,132188,115.62,337029,0.74,9.54,38881,246137,83645,284234,3.40,10956,20235,45829,17135,446
岚皋县,148311,81078,67233,120.59,169712,0.51,11.25,27641,120670,43501,145405,3.34,5231,10383,24533,8357,228
平利县,201392,107446,93946,114.37,228408,0.34,11.46,24259,177133,60320,198969,3.30,6603,14267,34528,11198,327
镇坪县,53719,28791,24928,115.50,57171,0.02,12.57,10709,43010,14994,52924,3.53,1048,2811,9152,2932,99
旬阳县,426173,226934,199239,113.90,452480,0.41,7.69,56855,369318,121339,421840,3.48,13002,23410,69629,27450,850
白河县,180235,95724,84511,113.27,206539,0.10,8.20,20680,159555,51069,179842,3.52,4595,10289,30034,10451,295
商洛地区,2345437,1246982,1098455,113.52,2413623,0.46,9.49,381587,1963850,626243,2260062,3.61,61343,115603,382295,124551,3794
商州市,530883,279160,251723,110.90,553691,0.04,14.52,153042,377841,141893,500148,3.52,15329,28916,86112,26216,649
洛南县,455183,239735,215448,111.27,460619,0.02,8.16,70717,384466,119381,425786,3.57,11936,22194,71040,25185,962
丹凤县,295833,157257,138576,113.48,296398,0.05,6.90,44960,250873,74345,286072,3.85,4205,9104,48161,16586,494
商南县,227636,120717,106919,112.91,234800,0.09,9.35,31762,195874,62495,222831,3.57,6952,12364,37311,12478,342
山阳县,400993,213771,187222,114.18,425579,0.04,7.04,39158,361835,107829,399440,3.70,9300,18703,68958,19670,498
镇安县,276488,149909,126579,118.43,285894,3.43,8.00,16602,259886,76320,271388,3.56,8048,14944,44199,16581,596
柞水县,158421,86433,71988,120.07,156642,0.29,10.36,25346,133075,43980,154397,3.51,5573,9378,26514,7835,253
,,,,,,,,,,,,,,,,,
甘肃省,25124282,13021654,12102628,107.59,25529313,8.75,19.08,6018417,19105865,6086988,24261648,3.99,344760,829972,3566110,1619906,71000
兰州市,3142523,1635825,1506698,108.57,2925328,4.04,52.21,2070949,1071574,868254,2845606,3.28,77236,199966,515717,149171,3400
城关区,936888,482507,454381,106.19,795301,5.70,79.84,936888,,287645,811141,2.82,38777,93657,162228,31380,380
七里河区,478457,253988,224469,113.15,418014,5.90,67.68,391570,86887,135056,426107,3.16,13058,33579,80335,20847,295
西固区,336029,174395,161634,107.89,310281,2.47,70.79,287258,48771,103373,315310,3.05,8151,25435,64866,12868,204
安宁区,195704,105911,89793,117.95,168718,3.47,72.63,195704,,44344,132986,3.00,4167,11986,27292,4998,68
红古区,140681,75860,64821,117.03,132334,9.49,56.72,102743,37938,38086,129951,3.41,2662,7305,24130,6500,151
永登县,478039,244998,233041,105.13,502686,2.69,12.86,86679,391360,120600,469171,3.89,4763,13574,73530,32602,894
皋兰县,161212,82615,78597,105.11,172683,0.19,11.16,24068,137144,39155,158467,4.05,1283,4140,24128,10546,341
榆中县,415513,215551,199962,107.80,425311,0.90,7.72,46039,369474,99995,402473,4.02,4375,10290,59208,29430,1067
嘉峪关市,159541,85959,73582,116.82,141556,2.24,73.81,136465,23076,51729,149655,2.89,4150,13873,34435,3386,35
市辖区,159541,85959,73582,116.82,141556,2.24,73.81,136465,23076,51729,149655,2.89,4150,13873,34435,3386,35
金昌市,451570,235792,215778,109.28,445810,1.40,41.82,244819,206751,131461,434277,3.30,8671,26257,85062,19755,387
金川区,204902,106725,98177,108.71,183621,2.36,65.68,182639,22263,65884,198047,3.01,5850,16963,42666,6154,101
永昌县,246668,129067,117601,109.75,262189,0.61,22.03,62180,184488,65577,236230,3.60,2821,9294,42396,13601,286
白银市,1719735,888032,831703,106.77,1718698,1.59,20.26,458026,1261709,396397,1676292,4.23,16790,45708,251759,95422,3508
白银区,274554,145506,129048,112.75,268925,1.75,67.55,216000,58554,81369,260124,3.20,5433,18188,52740,10215,226
平川区,186428,98166,88262,111.22,181962,1.60,38.03,106615,79813,47822,178509,3.73,4017,8502,32270,6826,224
靖远县,463076,237699,225377,105.47,464079,1.11,7.93,38817,424259,94489,450490,4.77,2264,6228,60628,26521,1112
会宁县,568634,290495,278139,104.44,575763,2.19,3.76,34886,533748,118115,562745,4.76,2815,6905,71046,38634,1530
景泰县,227043,116166,110877,104.77,227969,0.86,15.57,61708,165335,54602,224424,4.11,2261,5885,35075,13226,416
天水市,3219323,1657849,1561474,106.17,3378324,7.06,12.83,572376,2646947,728688,3153280,4.33,32341,73823,431638,213661,9566
秦城区,604070,312699,291371,107.32,626049,1.92,30.69,206880,397190,149123,581034,3.90,8426,22036,89501,35707,1879
北道区,542916,281809,261107,107.93,567176,0.88,20.40,170490,372426,131752,528031,4.01,6894,17181,81096,32151,1324
清水县,279207,143451,135756,105.67,300957,1.92,5.62,13504,265703,63548,274068,4.31,2586,5867,36394,20468,819
秦安县,545273,276759,268514,103.07,581651,0.37,5.20,21460,523813,116425,538129,4.62,5030,9522,65074,40099,1730
甘谷县,553377,283547,269830,105.08,577230,0.13,6.26,83209,470168,118302,547169,4.63,4519,8715,70775,37231,1581
武山县,399911,209064,190847,109.55,421609,0.07,5.89,40128,359783,89468,395249,4.42,2992,6792,54344,27114,1218
张家川回族自治县,294569,150520,144049,104.49,303652,68.80,5.41,36705,257864,60070,289600,4.82,1894,3710,34454,20891,1015
酒泉地区,980492,511415,469077,109.03,949258,2.84,33.97,495481,485011,289218,927630,3.21,25071,66958,177895,43705,660
玉门市,188931,99832,89099,112.05,194060,3.67,50.40,122264,66667,58718,177431,3.02,5882,15970,36639,6033,76
酒泉市,346258,177943,168315,105.72,335815,1.67,30.53,168129,178129,101273,325443,3.21,8213,22384,61094,17523,272
敦煌市,187578,96679,90899,106.36,170710,2.11,40.13,135722,51856,57284,182687,3.19,4844,13480,36519,7177,108
金塔县,136173,70668,65505,107.88,138180,0.54,16.06,22677,113496,37090,130978,3.53,1880,6373,22223,8349,145
肃北蒙古族自治县,13046,7661,5385,142.27,11655,34.34,37.44,4711,8335,3163,10548,3.33,212,547,2256,355,5
阿克塞哈萨克族自治县,8891,5219,3672,142.13,7680,33.11,42.82,6481,2410,2082,7361,3.54,181,409,1472,199,2
安西县,99615,53413,46202,115.61,91158,2.99,26.44,35497,64118,29608,93182,3.15,3859,7795,17692,4069,52
张掖地区,1251754,642370,609384,105.41,1255884,2.15,18.54,348309,903445,334422,1196785,3.58,18712,50510,204517,77856,1539
张掖市,486688,248469,238219,104.30,480048,0.78,25.29,232830,253858,133838,465320,3.48,7874,22143,82619,28595,481
肃南裕固族自治县,36678,19179,17499,109.60,35227,53.62,25.51,7030,29648,9871,34004,3.44,742,1863,6385,1589,34
民乐县,230196,118809,111387,106.66,238225,0.24,6.93,13683,216513,58000,222498,3.84,2536,6056,36060,15552,332
临泽县,144875,74008,70867,104.43,145630,0.34,13.19,19696,125179,39896,140240,3.52,2908,6483,23662,9540,211
高台县,162159,83734,78425,106.77,159071,0.88,12.49,21131,141028,42018,152191,3.62,2144,5985,25246,10589,198
山丹县,191158,98171,92987,105.57,197683,0.52,23.27,53939,137219,50799,182532,3.59,2508,7980,30545,11991,283
武威地区,1836986,949051,887935,106.88,1918120,4.95,14.84,370008,1466978,447111,1767058,3.95,23618,54991,273743,115709,2668
武威市,946506,488872,457634,106.83,991519,0.71,19.85,273047,673459,243266,910097,3.74,15537,35838,151063,55403,962
民勤县,302085,155964,146121,106.74,305690,0.10,11.20,42330,259755,70726,287503,4.07,3315,8208,39824,21928,766
古浪县,367048,187728,179320,104.69,393438,0.51,5.88,28524,338524,81469,357116,4.38,2759,6468,50360,24072,569
天祝藏族自治县,221347,116487,104860,111.09,227473,37.12,13.24,26107,195240,51650,212342,4.11,2007,4477,32496,14306,371
定西地区,2820249,1460151,1360098,107.36,2919107,1.07,7.93,257184,2563065,644532,2781183,4.32,24509,55560,366692,212197,10083
定西县,449293,230786,218507,105.62,468786,2.68,14.57,76629,372664,109197,438031,4.01,4858,15817,62598,29511,1271
通渭县,432897,223205,209692,106.44,456685,0.09,4.57,11910,420987,89040,428675,4.81,2540,5852,47475,33977,1736
陇西县,468779,242769,226010,107.42,486735,0.40,12.17,69226,399553,110868,462961,4.18,4950,11390,66539,31501,1438
渭源县,336982,177061,159921,110.72,343880,0.36,3.64,19277,317705,79564,331994,4.17,3786,6619,44373,27043,1529
临洮县,516498,265549,250949,105.82,532429,0.25,6.29,51843,464655,118545,507848,4.28,4079,8303,68351,40210,1681
漳县,186286,96741,89545,108.04,188751,0.19,5.71,3845,182441,39635,184427,4.65,967,1952,23014,13883,786
岷县,429514,224040,205474,109.04,441841,2.99,6.22,24454,405060,97683,427247,4.37,3329,5627,54342,36072,1642
陇南地区,2585479,1362613,1222866,111.43,2647074,2.10,8.14,211164,2374315,600326,2548892,4.25,35394,64450,322296,199300,14280
武都县,517148,271026,246122,110.12,520758,2.67,9.70,57036,460112,123432,511638,4.15,7779,14284,68844,37836,2468
宕昌县,272785,142806,129979,109.87,287527,2.67,4.77,20939,251846,60909,270315,4.44,2176,4189,31447,23905,1368
成县,251670,132467,119203,111.13,252576,2.55,12.24,37593,214077,61286,243968,3.98,5160,9146,33192,17690,1258
康县,194839,104127,90712,114.79,201941,0.28,6.85,12434,182405,48945,192749,3.94,4406,7091,23964,16594,1296
文县,234908,122902,112006,109.73,244670,2.83,10.99,22042,212866,59206,232927,3.93,3590,7785,35987,14623,811
西和县,365662,193246,172416,112.08,366397,0.17,6.00,12195,353467,77122,358903,4.65,2698,5251,40485,28958,2428
礼县,483449,255880,227569,112.44,506332,1.75,4.99,15467,467982,103017,477234,4.63,3943,7057,52432,40136,3392
两当县,49782,26612,23170,114.86,50080,2.36,16.67,7623,42159,13437,49165,3.66,1730,2820,7322,3134,161
徽县,215236,113547,101689,111.66,216793,4.31,10.68,25835,189401,52972,211993,4.00,3912,6827,28623,16424,1098
平凉地区,2067102,1064064,1003038,106.08,2190407,7.23,13.23,298121,1768981,501166,2008893,4.01,29090,65522,281554,147715,6375
平凉市,454996,236426,218570,108.17,472382,25.58,32.22,156904,298092,116705,436196,3.74,7284,18179,69852,27521,1153
泾川县,306267,154844,151423,102.26,332858,0.67,7.40,28263,278004,77015,299810,3.89,4590,11452,42014,22583,966
灵台县,204537,104616,99921,104.70,228195,3.43,7.77,15390,189147,58421,203797,3.49,7687,13167,30677,14000,577
崇信县,99449,53186,46263,114.96,95277,1.28,13.42,14611,84838,22144,92917,4.20,807,2108,12483,7181,372
华亭县,168944,89841,79103,113.57,176509,12.11,21.99,46355,122589,43648,157417,3.61,3478,7356,25636,10209,447
庄浪县,395850,201742,194108,103.93,418843,0.28,4.24,13839,382011,86538,388653,4.49,2229,5660,48393,31110,1375
静宁县,437059,223409,213650,104.57,466343,0.25,5.16,22759,414300,96695,430103,4.45,3015,7600,52499,35111,1485
庆阳地区,2420960,1251582,1169378,107.03,2514178,0.30,10.91,316923,2104037,568168,2353195,4.14,26929,67881,333336,159024,7927
西峰市,317669,163228,154441,105.69,319768,0.48,23.87,76622,241047,78303,302363,3.86,4533,11202,47606,18712,783
庆阳县,318929,165759,153170,108.22,315886,0.41,24.48,104719,214210,79022,307914,3.90,4075,12581,48295,17243,903
环县,321116,166504,154612,107.69,334968,0.27,4.93,26962,294154,71084,318243,4.48,4452,7669,37982,23759,1674
华池县,127684,66680,61004,109.30,128740,0.09,11.57,9264,118420,29101,123154,4.23,1263,3372,16917,8317,495
合水县,154778,79713,75065,106.19,166024,0.10,10.32,16369,138409,37603,151606,4.03,1790,4703,23095,9440,365
正宁县,206019,106282,99737,106.56,230573,1.12,7.25,17606,188413,51102,202776,3.97,2251,6867,31646,12227,362
宁县,483069,249288,233781,106.63,515341,0.12,5.78,36466,446603,111962,469648,4.19,3855,11069,67706,32015,1172
镇原县,491696,254128,237568,106.97,502878,0.10,4.29,28915,462781,109991,477491,4.34,4710,10418,60089,37311,2173
临夏回族自治州,1828462,947729,880733,107.61,1873954,57.31,9.82,169677,1658785,382212,1800843,4.71,9139,23887,216176,135777,6372
临夏市,202498,104017,98481,105.62,202073,51.43,48.82,97654,104844,50250,195327,3.89,2481,6520,30092,13294,344
临夏县,348091,180515,167576,107.72,368051,40.34,3.01,1941,346150,74018,347417,4.69,1308,3414,40277,28968,1359
康乐县,231721,120335,111386,108.03,236053,56.89,4.66,6784,224937,47237,228964,4.85,884,2000,26115,18162,960
永靖县,192033,99529,92504,107.59,195816,13.61,16.06,30756,161277,45715,188545,4.12,1665,4875,27484,12938,418
广河县,197428,101688,95740,106.21,198815,97.76,4.01,12483,184945,35505,193897,5.46,458,1340,19740,13616,809
和政县,182924,94584,88340,107.07,188771,57.95,4.81,6590,176334,38648,181645,4.70,869,1932,21243,14769,704
东乡族自治县,256828,134074,122754,109.22,260236,87.65,2.69,3380,253448,47120,251357,5.33,559,1768,27611,16842,899
积石山东乡族保安族撒拉族自治县　,216939,112987,103952,108.69,224139,55.89,3.37,10089,206850,43719,213691,4.89,915,2038,23614,17188,879
甘南藏族自治州,640106,329222,310884,105.90,651615,58.25,15.63,68915,571191,143304,618059,4.31,13110,20586,71290,47228,4200
合作市,76027,39589,36438,108.65,73481,65.73,46.36,45114,30913,17588,68152,3.87,2526,3875,8570,4431,712
临潭县,141030,72659,68371,106.27,148039,29.17,7.12,4139,136891,33867,140235,4.14,2413,3869,17778,11670,550
卓尼县,95659,49383,46276,106.71,99641,68.95,9.57,6794,88865,21818,94456,4.33,2414,3455,9872,7728,763
舟曲县,127889,65614,62275,105.36,131699,34.00,9.67,,127889,28995,126184,4.35,1727,2869,16492,9135,499
迭部县,51165,26145,25020,104.50,55851,80.76,23.19,,51165,11078,48541,4.38,888,1722,5480,3535,341
玛曲县,41399,21718,19681,110.35,37801,89.88,14.60,,41399,8607,39653,4.61,1088,1731,4545,2156,175
碌曲县,29675,14936,14739,101.34,29324,92.55,13.04,,29675,6464,28411,4.40,1028,1350,2522,2365,227
夏河县,77262,39178,38084,102.87,75779,85.81,15.34,12868,64394,14887,72427,4.87,1026,1715,6031,6208,933
,,,,,,,,,,,,,,,,,
青海省,4822963,2489590,2333373,106.69,4816549,45.97,26.80,1559473,3263490,1173977,4643526,3.96,84661,191232,707334,265296,10115
西宁市,1849713,957071,892642,107.22,1737096,25.66,42.89,1024750,824963,493181,1761836,3.57,34978,93384,299533,97685,2579
城东区,270268,139989,130279,107.45,209428,33.65,74.75,270268,,80005,250120,3.13,8006,22186,47046,10556,217
城中区,148521,75418,73103,103.17,144188,10.66,89.18,148521,,46737,136877,2.93,4951,13562,27007,6071,97
城西区,225412,114691,110721,103.59,190387,11.60,81.88,225412,,69268,206264,2.98,7241,19896,40378,8877,117
城北区,210265,110261,100004,110.26,176254,8.04,66.46,210265,,63325,195747,3.09,5891,17417,37651,8078,179
大通回族土族自治县,416968,215227,201741,106.68,428806,46.92,19.08,102649,314319,97189,410785,4.23,3575,9127,60737,26546,779
湟中县,448465,234714,213751,109.81,455250,24.78,7.29,36593,411872,104543,434561,4.16,4116,8308,65669,29586,980
湟源县,129814,66771,63043,105.91,132783,13.95,18.99,31042,98772,32114,127482,3.97,1198,2888,21045,7971,210
海东地区,1391565,715998,675567,105.98,1478192,43.67,10.43,177673,1213892,317067,1366948,4.31,15823,31871,190820,90702,3674
平安县,106866,54374,52492,103.59,109663,23.58,28.51,37415,69451,29307,103908,3.55,2907,5751,17589,5776,191
民和回族土族自治县,346748,180210,166538,108.21,369551,54.53,8.39,55378,291370,75126,343877,4.58,3805,6892,44319,23023,892
乐都县,262704,134513,128191,104.93,289337,13.62,14.02,29280,233424,65702,254399,3.87,3029,8176,39953,16934,639
互助土族自治县,357089,184722,172367,107.17,369888,25.66,6.99,29903,327186,82515,353163,4.28,3699,6224,50669,24718,904
化隆回族自治县,213706,109772,103934,105.62,229841,78.49,7.14,14907,198799,43807,209779,4.79,1510,3094,26870,13224,619
循化撒拉族自治县,104452,52407,52045,100.70,109912,94.05,8.27,10790,93662,20610,101822,4.94,873,1734,11420,7027,429
海北藏族自治州,258922,134801,124121,108.60,264536,63.37,20.83,55005,203917,59781,250914,4.20,4213,7877,36889,14428,587
门源回族自治县,141426,73292,68134,107.57,148040,60.84,14.82,28472,112954,31414,139283,4.43,1489,2887,19680,8546,301
祁连县,45394,23076,22318,103.40,44976,78.16,22.17,15805,29589,10488,44533,4.25,528,1276,6867,2234,111
海晏县,32879,17550,15329,114.49,31412,44.96,36.92,8023,24856,8531,30331,3.56,874,1615,5357,1489,70
刚察县,39223,20883,18340,113.87,40108,70.81,27.57,2705,36518,9348,36767,3.93,1322,2099,4985,2159,105
